Key,position,lastname,firstname,nationality,age,date of birth,WST Rider ID,fis code,number of results,points,
FankhauserPatrick,1110,Fankhauser,Patrick,AUT,,,90674,,1 / (1),15.33,Fankhauser
ZürcherMischa,1111,Zürcher,Mischa,SUI,,,95803,,1 / (1),15.24,#N/A
RejinaKirua,1112,Rejina,Kirua,JPN,,,97911,,3 / (3),15.21,Rejina
KahlGrady,1113,Kahl,Grady,CAN,,,96676,,1 / (1),15.17,Kahl
BriolCorentin,1113,Briol,Corentin,FRA,,,100547,,1 / (1),15.17,Briol
YoshidaTatsuki,1115,Yoshida,Tatsuki,JPN,,,100736,,2 / (2),15.14,Yoshida
GelvezonCallum,1116,Gelvezon,Callum,USA,,,100976,,1 / (1),15.08,Gelvezon
ZehetmaierFelix,1117,Zehetmaier,Felix,GER,,,100784,,2 / (2),15.07,Zehetmaier
De MartinTommy,1118,De Martin,Tommy,ITA,,,99973,,1 / (1),14.9,De Martin
GislasonAri Eyland,1119,Gislason,Ari Eyland,ISL,,,101062,,1 / (1),14.87,Gislason
PardoFalcundo,1120,Pardo,Falcundo,ARG,,,94370,9030117,1 / (1),14.85,Pardo
GraikosDimitrios,1121,Graikos,Dimitrios,GRE,,,99211,,2 / (2),14.79,Graikos
LeeJames,1122,Lee,James,GBR,,,99213,,2 / (2),14.78,Lee
BelloFrancisco,1123,Bello,Francisco,ARG,,,100202,,2 / (2),14.78,Bello
ReitmannMichael,1124,Reitmann,Michael,AUT,,,74097,,1 / (1),14.77,Reitmann
SchermanLevi,1125,Scherman,Levi,CAN,,,97348,,3 / (3),14.74,Scherman
KalininKirill,1126,Kalinin,Kirill,RUS,,,100064,,1 / (1),14.71,Kalinin
KurankouNikita,1127,Kurankou,Nikita,BLR,,,98065,,1 / (1),14.59,Kurankou
StalderTimon,1128,Stalder,Timon,SUI,,,98354,,1 / (1),14.58,Stalder
MarkeljiVoluk,1129,Markelji,Voluk,SLO,,,101137,,2 / (2),14.57,Markelji
KimotoRaito,1130,Kimoto,Raito,JPN,,,100760,,1 / (1),14.46,Kimoto
SerbuNick,1131,Serbu,Nick,CAN,,,97186,,2 / (2),14.44,Serbu
EndoAiru,1132,Endo,Airu,JPN,,,99273,,3 / (3),14.42,Endo
HayenBlake,1133,Hayen,Blake,USA,,,96955,,1 / (1),14.41,Hayen
KatoKeisuke,1134,Kato,Keisuke,JPN,,,91172,,1 / (1),14.39,Kato
AberhartHolden,1135,Aberhart,Holden,CAN,,,98489,,2 / (2),14.34,Aberhart
ZürniDanjamin,1136,Zürni,Danjamin,SUI,,,98358,,1 / (1),14.29,#N/A
RobertsOcean,1137,Roberts,Ocean,AUS,19,3/6/01 0:00,92306,9040263,1 / (1),14.28,Roberts
Lopez ArrueboXavier,1138,Lopez Arruebo,Xavier,AND,,,92757,9020040,2 / (2),14.26,Lopez Arruebo
De San JoseBruno,1139,De San Jose,Bruno,ESP,,,100560,,1 / (1),14.23,De San Jose
RangerAustin,1140,Ranger,Austin,CAN,,,100590,,1 / (1),14.22,Ranger
PopmaErik,1141,Popma,Erik,CAN,,,100943,,1 / (1),14.06,Popma
IneichenLeander,1142,Ineichen,Leander,SUI,12,5/28/08 0:00,98330,,1 / (1),14.02,Ineichen
WoodworthColby,1142,Woodworth,Colby,CAN,,,97218,,1 / (1),14.02,Woodworth
JurmuErik,1144,Jurmu,Erik,FIN,,,100686,,1 / (1),14.02,Jurmu
NagaraHiroaki,1145,Nagara,Hiroaki,JPN,,,100746,,2 / (2),14,Nagara
BradicBosko,1146,Bradic,Bosko,SRB,,,100627,,2 / (2),13.94,Bradic
MedernachCullan,1147,Medernach,Cullan,CAN,,,96359,,1 / (1),13.93,Medernach
TosiFrancesco,1148,Tosi,Francesco,ITA,,,76272,9290367,2 / (2),13.81,Tosi
KatoTaiga,1149,Kato,Taiga,JPN,,,100752,,3 / (3),13.81,Kato
HitzNando,1150,Hitz,Nando,SUI,,,98268,,1 / (1),13.77,Hitz
KrauskopfToan,1151,Krauskopf,Toan,CAN,,,99604,,1 / (1),13.74,Krauskopf
AmanoSeita,1152,Amano,Seita,JPN,,,99484,,2 / (2),13.72,Amano
BouzanneGabin,1153,Bouzanne,Gabin,FRA,,,96541,9190549,1 / (1),13.68,Bouzanne
MaruyamaIchinoshin,1154,Maruyama,Ichinoshin,JPN,,,99490,,2 / (2),13.6,Maruyama
EderMax,1155,Eder,Max,AUT,,,101123,,1 / (1),13.57,Eder
MelligerZoel Iago,1156,Melliger,Zoel Iago,SUI,,,98362,,1 / (1),13.53,Melliger
RiordanAnnan,1157,Riordan,Annan,USA,,,100705,,2 / (2),13.52,Riordan
McDonaldJason,1158,McDonald,Jason,USA,,,97815,,1 / (1),13.44,McDonald
WeiglinOwen,1159,Weiglin,Owen,CAN,,,100946,,2 / (2),13.42,Weiglin
SaitoTomoyuki,1160,Saito,Tomoyuki,JPN,,,100827,,1 / (1),13.4,Saito
WieserFelix,1161,Wieser,Felix,AUT,,,100513,,1 / (1),13.39,Wieser
StarkeyBen,1161,Starkey,Ben,GBR,,,97965,,1 / (1),13.39,Starkey
OddsteinssonArni Dagur,1163,Oddsteinsson,Arni Dagur,ISL,,,101063,,1 / (1),13.36,Oddsteinsson
MolinaCarlos,1164,Molina,Carlos,AND,,,100540,,1 / (1),13.35,Molina
WaldvogelGiona,1165,Waldvogel,Giona,SUI,,,98259,,1 / (1),13.31,Waldvogel
DanzlGus,1166,Danzl,Gus,AUT,,,99585,,1 / (1),13.28,Danzl
EdmondsReese,1167,Edmonds,Reese,USA,,,96954,,1 / (1),13.23,Edmonds
MalsubOliver,1168,Malsub,Oliver,EST,,,99861,9390018,1 / (1),13.15,Malsub
SpirigLars,1169,Spirig,Lars,SUI,,,100000,,1 / (1),13.09,Spirig
YamamotoKairi,1170,Yamamoto,Kairi,JPN,,,100920,,1 / (1),13.03,Yamamoto
LheureuxMadax,1171,Lheureux,Madax,CAN,,,99855,,1 / (1),12.96,Lheureux
SennerJoseph,1172,Senner,Joseph,USA,,,98737,,3 / (3),12.92,Senner
PünterTom,1173,Pünter,Tom,SUI,,,98266,,1 / (1),12.88,#N/A
ImaiShuta,1174,Imai,Shuta,JPN,,,100737,,1 / (1),12.76,Imai
ManninenOnni,1175,Manninen,Onni,FIN,,,93959,,1 / (1),12.74,Manninen
KimTaewook,1176,Kim,Taewook,KOR,,,99345,,3 / (3),12.71,Kim
TioAnton,1177,Tio,Anton,CAN,,,100723,,2 / (2),12.71,Tio
GelvezonMakai,1178,Gelvezon,Makai,USA,,,100975,,1 / (1),12.7,Gelvezon
SchützRaffael,1179,Schütz,Raffael,SUI,,,94129,,1 / (1),12.68,#N/A
OmuraYuki,1180,Omura,Yuki,JPN,,,90218,9300864,1 / (1),12.56,Omura
AvinoMax,1181,Avino,Max,ESP,,,100564,,1 / (1),12.54,Avino
PirolliUgo,1182,Pirolli,Ugo,FRA,,,100499,,1 / (1),12.54,Pirolli
EybordMadec,1182,Eybord,Madec,FRA,,,100074,,1 / (1),12.54,Eybord
VeselinorMario,1184,Veselinor,Mario,BUL,,,100490,,1 / (1),12.51,Veselinor
KoppenbergLuca,1184,Koppenberg,Luca,SUI,,,91730,9510477,1 / (1),12.51,Koppenberg
LuggNicolas,1186,Lugg,Nicolas,SUI,,,98592,,1 / (1),12.48,Lugg
Jogna-PratFrancesco,1187,Jogna-Prat,Francesco,ITA,,,100223,,2 / (2),12.44,Jogna-Prat
BoeslBenedikt,1188,Boesl,Benedikt,GER,,,100771,,2 / (2),12.44,Boesl
SiadanauIhnat,1189,Siadanau,Ihnat,BLR,,,90006,1664923,1 / (1),12.4,Siadanau
UrbinaFacundo,1190,Urbina,Facundo,ARG,,,100206,,1 / (1),12.36,Urbina
BelfrondSimone,1191,Belfrond,Simone,ITA,,,94735,,1 / (1),12.21,Belfrond
HubnerRhett,1192,Hubner,Rhett,CAN,,,100866,,2 / (2),12.21,Hubner
DaiYuyang,1193,Dai,Yuyang,CHN,,,99521,,1 / (1),12.2,Dai
UchikataShusuke,1194,Uchikata,Shusuke,JPN,,,99500,,1 / (1),12.18,Uchikata
DapitRiccardo,1195,Dapit,Riccardo,AUT,,,101106,,1 / (1),12.15,Dapit
Da Cruz AntequeraMario,1196,Da Cruz Antequera,Mario,AND,,,92759,9020043,2 / (2),12,Da Cruz Antequera
DirksenCurtis,1197,Dirksen,Curtis,CAN,,,96351,,1 / (1),11.97,Dirksen
RiedlArne,1198,Riedl,Arne,GER,,,100790,,1 / (1),11.96,Riedl
FujisawaTomoki,1198,Fujisawa,Tomoki,JPN,,,99654,,1 / (1),11.96,Fujisawa
EdamatsuKazuhito,1200,Edamatsu,Kazuhito,JPN,,,98157,,1 / (1),11.94,Edamatsu
MallinsonJack,1201,Mallinson,Jack,CAN,,,100869,,2 / (2),11.93,Mallinson
BroadbentLeon,1202,Broadbent,Leon,SUI,,,98360,,1 / (1),11.92,Broadbent
HumphreysAsher,1203,Humphreys,Asher,USA,24,12/1/95 0:00,83023,9531107,1 / (1),11.87,Humphreys
MathisenMarius,1204,Mathisen,Marius,NOR,,,100713,,2 / (2),11.85,Mathisen
PastorManuel,1205,Pastor,Manuel,ESP,,,100565,,1 / (1),11.79,Pastor
BucherFinn,1206,Bucher,Finn,SUI,,,99999,,1 / (1),11.75,Bucher
SoelterGavin,1207,Soelter,Gavin,USA,,,99535,,1 / (1),11.73,Soelter
SofronovVlad,1208,Sofronov,Vlad,UKR,,,99803,,1 / (1),11.72,Sofronov
GoepelMax,1209,Goepel,Max,GER,,,100998,,1 / (1),11.69,Goepel
HowellFinn,1210,Howell,Finn,CAN,,,101095,,1 / (1),11.64,Howell
UeharaKankuro,1210,Uehara,Kankuro,JPN,,,100921,,1 / (1),11.64,Uehara
KomoriYuya,1212,Komori,Yuya,JPN,,,95011,,2 / (2),11.58,Komori
PickardAndrew,1213,Pickard,Andrew,BEL,,,98309,,1 / (1),11.57,Pickard
StillVeeti,1214,Still,Veeti,FIN,,,100687,,1 / (1),11.55,Still
KanekoYuta,1215,Kaneko,Yuta,JPN,,,96735,,1 / (1),11.5,Kaneko
BunnellEstin,1216,Bunnell,Estin,USA,,,97827,,1 / (1),11.44,Bunnell
InagakiShohei,1217,Inagaki,Shohei,JPN,,,99491,,1 / (1),11.43,Inagaki
OzbeyResman,1217,Ozbey,Resman,AUT,,,101124,,1 / (1),11.43,Ozbey
AntrayguesZachary,1219,Antraygues,Zachary,FRA,,,92786,9190464,1 / (1),11.43,Antraygues
EberhardPierin-Andriu,1220,Eberhard,Pierin-Andriu,SUI,,,98630,,1 / (1),11.39,Eberhard
MoresiRocco,1221,Moresi,Rocco,ITA,,,99896,,1 / (1),11.35,Moresi
KalendaFilip,1222,Kalenda,Filip,CZE,,,99817,,2 / (2),11.35,Kalenda
ChisholmDaniel,1223,Chisholm,Daniel,CAN,,,100938,,2 / (2),11.32,Chisholm
SuggittBrett,1224,Suggitt,Brett,CAN,,,97990,,1 / (1),11.31,Suggitt
BordersChase,1225,Borders,Chase,USA,,,97801,,1 / (1),11.28,Borders
FrenchMatthew,1226,French,Matthew,USA,,,101072,,1 / (1),11.25,French
HainoNeo,1227,Haino,Neo,JPN,,,100758,,1 / (1),11.08,Haino
BelmudesMaxence,1228,Belmudes,Maxence,FRA,,,100548,,1 / (1),11.07,Belmudes
SomainiDario,1229,Somaini,Dario,SUI,,,98605,,1 / (1),11.05,Somaini
HoriRyosuke,1230,Hori,Ryosuke,JPN,,,100738,,1 / (1),11.04,Hori
KlapalMartin,1231,Klapal,Martin,CZE,,,99596,9150298,1 / (1),11.01,Klapal
MinarovicMathias,1232,Minarovic,Mathias,AUT,,,99755,,1 / (1),10.97,Minarovic
SchellingAlex,1233,Schelling,Alex,SUI,,,100249,,1 / (1),10.91,Schelling
NakagawaAmira,1234,Nakagawa,Amira,JPN,,,101022,,2 / (2),10.89,Nakagawa
JörgMatti,1235,Jörg,Matti,SUI,,,98359,,1 / (1),10.88,#N/A
CowanTaitten,1236,Cowan,Taitten,USA,,,98237,,1 / (1),10.85,Cowan
SchneiderleJens,1236,Schneiderle,Jens,GER,,,99288,,1 / (1),10.85,Schneiderle
NakaiHiroto,1238,Nakai,Hiroto,JPN,,,98168,,1 / (1),10.83,Nakai
ReginaKillua,1239,Regina,Killua,JPN,,,99275,,1 / (1),10.75,Regina
Tunaal WalkerOskar,1239,Tunaal Walker,Oskar,NOR,,,99336,,1 / (1),10.75,Tunaal Walker
KamataShojin,1241,Kamata,Shojin,JPN,,,97904,,1 / (1),10.74,Kamata
MarteinssonMagnthor Oddur,1242,Marteinsson,Magnthor Oddur,ISL,,,98281,9250022,1 / (1),10.73,Marteinsson
HaberzettlJasper,1243,Haberzettl,Jasper,GER,,,99968,,1 / (1),10.71,Haberzettl
TasakiShun,1244,Tasaki,Shun,JPN,,,98161,,1 / (1),10.69,Tasaki
GustaffsonTim Olof,1245,Gustaffson,Tim Olof,NOR,,,99328,,1 / (1),10.6,Gustaffson
NetrhJiri,1246,Netrh,Jiri,CZE,,,100462,,3 / (3),10.56,Netrh
SalkeldFlorin,1247,Salkeld,Florin,SUI,,,98334,,1 / (1),10.55,Salkeld
HorakPetr,1248,Horak,Petr,CZE,29,9/7/91 0:00,76958,9150120,2 / (2),10.5,Horak
EidssonArnar Smari,1249,Eidsson,Arnar Smari,ISL,,,101064,,1 / (1),10.49,Eidsson
CoeBrayden,1250,Coe,Brayden,CAN,,,100586,,1 / (1),10.45,Coe
SilanderAarre,1251,Silander,Aarre,FIN,,,100681,,1 / (1),10.44,Silander
DutyBraden,1251,Duty,Braden,USA,,,96969,,1 / (1),10.44,Duty
GiovanniniFederico,1253,Giovannini,Federico,ITA,,,98420,,1 / (1),10.43,Giovannini
BieleNico,1254,Biele,Nico,SUI,,,99775,,1 / (1),10.38,Biele
RobertsonChase,1255,Robertson,Chase,CAN,,,100945,,1 / (1),10.36,Robertson
ZehrenOskar,1256,Zehren,Oskar,USA,,,100089,,1 / (1),10.35,Zehren
DonnellyNeil,1256,Donnelly,Neil,USA,,,98985,,1 / (1),10.35,Donnelly
AbadliaMarouane,1258,Abadlia,Marouane,FRA,,,95691,,1 / (1),10.33,Abadlia
TramolayGabriel,1258,Tramolay,Gabriel,FRA,,,100501,,1 / (1),10.33,Tramolay
MondaniLucas,1260,Mondani,Lucas,SUI,,,98345,,1 / (1),10.22,Mondani
Aresson SveinunggaardAndres,1261,Aresson Sveinunggaard,Andres,NOR,,,99326,,1 / (1),10.16,Aresson Sveinunggaard
PeturssonIvan Otri,1262,Petursson,Ivan Otri,ISL,,,100023,,2 / (2),10.15,Petursson
RautnerWilli,1263,Rautner,Willi,AUT,,,81366,,1 / (1),10.11,Rautner
SakaguchiHaruyuki,1264,Sakaguchi,Haruyuki,JPN,,,99499,,1 / (1),10.09,Sakaguchi
HasuKoga,1265,Hasu,Koga,JPN,,,100757,,2 / (2),10.09,Hasu
BalmerDia,1266,Balmer,Dia,SUI,,,98338,,1 / (1),10.05,Balmer
TownsendPhineas Jet,1267,Townsend,Phineas Jet,USA,,,97814,,1 / (1),10.04,Townsend
CohenAdam,1268,Cohen,Adam,CAN,,,94854,,1 / (1),10.02,Cohen
LatalJiri,1269,Latal,Jiri,CZE,,,101005,,1 / (1),10.01,Latal
StrachanAlexander,1270,Strachan,Alexander,USA,,,100991,,1 / (1),9.98,Strachan
SchöndorferKilian,1271,Schöndorfer,Kilian,GER,,,98288,,1 / (1),9.97,#N/A
Von HurterLudwig,1272,Von Hurter,Ludwig,GER,,,100770,,2 / (2),9.94,Von Hurter
GroeblTobias,1273,Groebl,Tobias,AUT,,,96757,,1 / (1),9.91,Groebl
MeierFelix,1274,Meier,Felix,SUI,,,94120,,1 / (1),9.89,Meier
KucharskiJacob,1275,Kucharski,Jacob,USA,,,98052,,2 / (2),9.78,Kucharski
ShimazakiRei,1276,Shimazaki,Rei,JPN,,,101023,,2 / (2),9.76,Shimazaki
GrandAntoine,1276,Grand,Antoine,FRA,,,100551,,1 / (1),9.76,Grand
ImperDea Manel,1278,Imper,Dea Manel,SUI,,,98350,,1 / (1),9.72,Imper
SchroederMitchell,1279,Schroeder,Mitchell,USA,,,96941,,1 / (1),9.65,Schroeder
DesjardinsEmmit,1280,Desjardins,Emmit,CAN,,,97988,,1 / (1),9.65,Desjardins
SchroeterGion,1281,Schroeter,Gion,SUI,,,98363,,1 / (1),9.63,Schroeter
KandlerJulian,1282,Kandler,Julian,AUT,,,99806,,1 / (1),9.61,Kandler
HaukssonBenedikt Snaer,1283,Hauksson,Benedikt Snaer,ISL,,,99040,,1 / (1),9.6,Hauksson
HiguchiTakaya,1284,Higuchi,Takaya,JPN,,,97909,,1 / (1),9.56,Higuchi
RinehartKoen,1284,Rinehart,Koen,USA,,,97830,,1 / (1),9.56,Rinehart
SchmitzFinn,1286,Schmitz,Finn,GER,,,98622,,1 / (1),9.56,Schmitz
KarrerReinhard,1287,Karrer,Reinhard,AUT,,,101117,,1 / (1),9.54,Karrer
ZurekKameron,1288,Zurek,Kameron,USA,,,101068,,1 / (1),9.53,Zurek
ThorkelssonNoah,1289,Thorkelsson,Noah,NOR,,,100814,,1 / (1),9.48,Thorkelsson
TanakaKaisei,1290,Tanaka,Kaisei,JPN,,,100739,,1 / (1),9.43,Tanaka
KauppilaJimi,1291,Kauppila,Jimi,FIN,,,96548,,1 / (1),9.38,Kauppila
RileySawyer,1292,Riley,Sawyer,USA,,,100990,,2 / (2),9.37,Riley
HoldenKai,1293,Holden,Kai,CAN,,,96680,,1 / (1),9.35,Holden
BachmannSeverin,1294,Bachmann,Severin,GER,,,100486,,2 / (2),9.31,Bachmann
O NeillOwen,1295,O Neill,Owen,USA,,,99528,,1 / (1),9.28,O Neill
GolinczakJohny,1296,Golinczak,Johny,POL,,,100497,,1 / (1),9.25,Golinczak
DelignieresEliott,1296,Delignieres,Eliott,FRA,,,100071,,1 / (1),9.25,Delignieres
UeharaIssei,1298,Uehara,Issei,JPN,,,98155,,1 / (1),9.21,Uehara
TaneBlai,1299,Tane,Blai,ESP,,,100566,,1 / (1),9.14,Tane
MottyJustin,1300,Motty,Justin,CAN,,,101091,,1 / (1),9.11,Motty
ZürcherRobin,1301,Zürcher,Robin,SUI,,,95801,,1 / (1),9.07,#N/A
KitayamaHakuto,1302,Kitayama,Hakuto,JPN,,,101024,,1 / (1),9.03,Kitayama
AounGhady,1303,Aoun,Ghady,LIB,,,99609,1344983,1 / (1),8.99,Aoun
LimontaNiccolo,1303,Limonta,Niccolo,ITA,,,96289,,1 / (1),8.99,Limonta
KucirekOndrej,1303,Kucirek,Ondrej,CZE,,,81052,,1 / (1),8.99,Kucirek
Kristiansen RueUlrich,1306,Kristiansen Rue,Ulrich,NOR,,,99450,,1 / (1),8.95,Kristiansen Rue
StaibRemy,1307,Staib,Remy,SUI,,,98343,,1 / (1),8.91,Staib
M-WilcoxNathan,1308,M-Wilcox,Nathan,CAN,,,100841,,2 / (2),8.9,M-Wilcox
Santillan AlonsoValentin,1309,Santillan Alonso,Valentin,ARG,,,99150,,2 / (2),8.89,Santillan Alonso
YasudaSho,1310,Yasuda,Sho,JPN,,,96400,,1 / (1),8.88,Yasuda
YanagiharaUta,1311,Yanagihara,Uta,JPN,,,100826,,1 / (1),8.86,Yanagihara
BachmanQuinn,1312,Bachman,Quinn,CAN,,,100642,,1 / (1),8.84,Bachman
WoyjeckBrandon,1313,Woyjeck,Brandon,USA,,,100873,,1 / (1),8.83,Woyjeck
MiyamuraHaku,1314,Miyamura,Haku,JPN,,,99653,,1 / (1),8.79,Miyamura
SaraivaLeonardo,1315,Saraiva,Leonardo,SUI,,,99997,,1 / (1),8.74,Saraiva
ColomboFilippo,1316,Colombo,Filippo,ITA,,,99877,,1 / (1),8.7,Colombo
KarafylliasDrosos,1317,Karafyllias,Drosos,GRE,,,100631,,3 / (4),8.69,Karafyllias
PraturionAlberto,1318,Praturion,Alberto,AUT,,,101100,,1 / (1),8.67,Praturion
RautnikPetro,1318,Rautnik,Petro,AUT,,,101118,,1 / (1),8.67,Rautnik
ValdmetsRobin,1320,Valdmets,Robin,FIN,,,100852,,1 / (1),8.65,Valdmets
De BoerMaximilian,1320,De Boer,Maximilian,AUT,,,83592,,1 / (1),8.65,De Boer
GraikosXenofon,1322,Graikos,Xenofon,GRE,,,100630,,1 / (1),8.64,Graikos
MikuniRinto,1323,Mikuni,Rinto,JPN,,,99486,,1 / (1),8.58,Mikuni
MeyerFinley,1324,Meyer,Finley,SUI,,,99998,,1 / (1),8.58,Meyer
SeltzerBrady,1325,Seltzer,Brady,CAN,,,98487,,1 / (1),8.56,Seltzer
FitzhughRenner,1326,Fitzhugh,Renner,USA,,,98033,,1 / (1),8.55,Fitzhugh
JezowiczAlberto,1326,Jezowicz,Alberto,AND,,,100542,,1 / (1),8.55,Jezowicz
OkHo-gwang,1328,Ok,Ho-gwang,KOR,22,3/23/98 0:00,91107,9320118,1 / (1),8.45,Ok
HofmannLevin,1329,Hofmann,Levin,SUI,,,99994,,1 / (1),8.42,Hofmann
LehtinenLuukas,1330,Lehtinen,Luukas,FIN,,,100682,,1 / (1),8.38,Lehtinen
PaunonenValtteri,1331,Paunonen,Valtteri,FIN,30,9/12/90 0:00,70920,9180066,1 / (1),8.36,Paunonen
BeaulieuEmile,1332,Beaulieu,Emile,CAN,,,99300,,1 / (1),8.3,Beaulieu
KonishiYoshinori,1333,Konishi,Yoshinori,JPN,,,99496,,1 / (1),8.29,Konishi
BontognaliJamiro,1334,Bontognali,Jamiro,SUI,,,98633,,1 / (1),8.26,Bontognali
TrouskieNicholas,1335,Trouskie,Nicholas,USA,,,100910,,1 / (1),8.2,Trouskie
RodriguezJoaquin,1336,Rodriguez,Joaquin,ARG,,,94365,9030118,1 / (1),8.19,Rodriguez
TkachuckJacob,1337,Tkachuck,Jacob,CAN,,,98492,,1 / (1),8.14,Tkachuck
SkvoznyakovEfim,1338,Skvoznyakov,Efim,RUS,,,100237,9480831,1 / (1),8.09,Skvoznyakov
ErbGilberto,1338,Erb,Gilberto,SUI,,,99995,,1 / (1),8.09,Erb
YaehataYusei,1340,Yaehata,Yusei,JPN,,,100747,,2 / (2),8.03,Yaehata
YokosawaGodai,1341,Yokosawa,Godai,JPN,,,100753,,1 / (1),8,Yokosawa
JossenTim,1342,Jossen,Tim,SUI,,,100250,,1 / (1),7.99,Jossen
HughesEli,1342,Hughes,Eli,NZL,,,99099,,1 / (1),7.99,Hughes
ZamoraMathise,1344,Zamora,Mathise,FRA,,,100552,,1 / (1),7.98,Zamora
LakeJoey,1345,Lake,Joey,CAN,,,101092,,1 / (1),7.95,Lake
SumitaniRyota,1345,Sumitani,Ryota,JPN,,,95796,,1 / (1),7.95,Sumitani
RuckstuhlNoa,1347,Ruckstuhl,Noa,SUI,,,98596,,1 / (1),7.93,Ruckstuhl
AibeTakashi,1348,Aibe,Takashi,JPN,,,100740,,1 / (1),7.91,Aibe
FlonesSindre,1349,Flones,Sindre,NOR,,,100815,,1 / (1),7.87,Flones
DotsonAiden,1349,Dotson,Aiden,USA,,,98701,,2 / (2),7.87,Dotson
HenschelIan,1351,Henschel,Ian,USA,,,98896,,1 / (1),7.87,Henschel
UsamiKeisuke,1352,Usami,Keisuke,JPN,,,100824,,1 / (1),7.85,Usami
TulpTate,1352,Tulp,Tate,USA,,,100900,,1 / (1),7.85,Tulp
HachemeyerJulius,1354,Hachemeyer,Julius,AUT,,,101119,,1 / (1),7.84,Hachemeyer
LaneMickey,1355,Lane,Mickey,CAN,,,101050,,1 / (1),7.8,Lane
KoeppeShane,1356,Koeppe,Shane,USA,,,98964,,2 / (2),7.8,Koeppe
BelianskiMark,1357,Belianski,Mark,USA,,,98246,,1 / (1),7.79,Belianski
KnöpfelMatteo,1358,Knöpfel,Matteo,SUI,,,97622,9510458,1 / (1),7.77,#N/A
TanakaShimon,1359,Tanaka,Shimon,JPN,,,101028,,1 / (1),7.69,Tanaka
ThoresonHayden,1360,Thoreson,Hayden,USA,,,98827,,1 / (1),7.66,Thoreson
CahillEddie,1361,Cahill,Eddie,SUI,,,99996,,1 / (1),7.61,Cahill
WalliJonas,1362,Walli,Jonas,AUT,,,96758,,1 / (1),7.57,Walli
KrauerMoritz,1363,Krauer,Moritz,SUI,,,100888,,1 / (1),7.53,Krauer
TomitaRiku,1364,Tomita,Riku,JPN,,,99954,,1 / (1),7.52,Tomita
KubickEverest,1365,Kubick,Everest,USA,,,100973,,1 / (1),7.5,Kubick
VogrinJan,1366,Vogrin,Jan,SLO,,,95412,9560221,1 / (1),7.49,Vogrin
KnöriMorris,1367,Knöri,Morris,SUI,,,98333,,1 / (1),7.44,#N/A
NomuraKosei,1368,Nomura,Kosei,JPN,,,100754,,1 / (1),7.43,Nomura
VisuriLauri,1369,Visuri,Lauri,FIN,,,100683,,1 / (1),7.43,Visuri
De San JoseInigo,1370,De San Jose,Inigo,ESP,,,100567,,1 / (1),7.42,De San Jose
CarocciManuel,1371,Carocci,Manuel,ITA,,,97244,,1 / (1),7.41,Carocci
JohannssonEli Smari,1372,Johannsson,Eli Smari,ISL,,,100170,,1 / (1),7.4,Johannsson
MeijersLuc,1373,Meijers,Luc,NED,,,98445,,1 / (1),7.33,Meijers
PithaTomas,1374,Pitha,Tomas,CZE,,,100461,,2 / (2),7.29,Pitha
SchneiderMax,1375,Schneider,Max,SUI,,,99992,,1 / (1),7.28,Schneider
ChidaNaoki,1376,Chida,Naoki,JPN,,,100825,,1 / (1),7.19,Chida
McCartyStephen,1377,McCarty,Stephen,USA,,,100974,,1 / (1),7.16,McCarty
SquiresLincoln,1378,Squires,Lincoln,CAN,,,100659,,1 / (1),7.16,Squires
GotoShinichi,1379,Goto,Shinichi,JPN,,,99498,,1 / (1),7.15,Goto
OnoShu,1380,Ono,Shu,JPN,,,96399,,1 / (1),7.15,Ono
RevelatMathias,1381,Revelat,Mathias,FRA,,,100072,,1 / (1),7.14,Revelat
SayersKieran,1382,Sayers,Kieran,CAN,,,97945,,1 / (1),7.14,Sayers
LedergerberFinn,1383,Ledergerber,Finn,SUI,,,98320,,1 / (1),7.12,Ledergerber
TernelisnigAlexander,1384,Ternelisnig,Alexander,AUT,,,101101,,1 / (1),7.08,Ternelisnig
LivonenMartti,1385,Livonen,Martti,FIN,,,100672,,1 / (1),7,Livonen
Uhlmann-BirchmeierPaul,1386,Uhlmann-Birchmeier,Paul,SUI,,,98332,,1 / (1),6.96,Uhlmann-Birchmeier
SeixasCarlos,1386,Seixas,Carlos,POR,,,93928,,1 / (1),6.96,Seixas
Di MatteoEmanuele,1388,Di Matteo,Emanuele,ITA,,,96294,,1 / (1),6.89,Di Matteo
AurellFilip,1388,Aurell,Filip,CZE,,,99372,,3 / (3),6.89,Aurell
SotoAdria,1390,Soto,Adria,ESP,,,100568,,1 / (1),6.88,Soto
KoyamaKazuya,1391,Koyama,Kazuya,JPN,,,95266,,1 / (1),6.87,Koyama
KondratskyiYevhen,1392,Kondratskyi,Yevhen,UKR,,,100151,,1 / (1),6.85,Kondratskyi
LopezEnzo Maximiliano,1392,Lopez,Enzo Maximiliano,ARG,,,100204,,2 / (2),6.85,Lopez
MacDonaldCaleb,1394,MacDonald,Caleb,CAN,,,101093,,1 / (1),6.84,MacDonald
BrackEthan,1395,Brack,Ethan,USA,,,100899,,1 / (1),6.82,Brack
OttEric,1396,Ott,Eric,GER,,,98623,,1 / (1),6.8,Ott
Winnem NestegaardEmil,1397,Winnem Nestegaard,Emil,NOR,,,99446,,1 / (1),6.76,Winnem Nestegaard
GreenblattJoseph,1398,Greenblatt,Joseph,USA,,,99724,,2 / (2),6.72,Greenblatt
BenedekToth,1399,Benedek,Toth,HUN,,,101008,,1 / (1),6.67,Benedek
