riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter, nationality_full  
Redmond Gerard, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, United States, , , , 
Luc Huber, 1453, 5.34, , , SUI, , , , , , , , Switzerland, , , , 
Leon Brillet, 1454, 5.32, , , FRA, , , , , , , , France, , , , 
Ryota Negishi, 1455, 5.28, , , JPN, , , , , , , , Japan, , , , 
Stefan Solvi Stefansson, 1456, 5.25, , , ISL, , , , , , , , Iceland, , , , 
Vincent Haberzettl, 1457, 5.18, , , SUI, , , , , , , , Switzerland, , , , 
Jacob Knight, 1458, 5.17, , , USA, , , , , , , , United States, , , , 
Leander Heser, 1459, 5.15, , , GER, , , , , , , , Germany, , , , 
Asgeir Thor Thorleifsson, 1460, 5.11, , , ISL, , , , , , , , Iceland, , , , 
Rei Arahira, 1461, 5.08, , , JPN, , , , , , , , Japan, , , , 
Leo Angelo Fritz, 1462, 5.07, , , NOR, , , , , , , , Norway, , , , 
Theo Laminie, 1462, 5.07, , , FRA, , , , , , , , France, , , , 
Rodden Melanson, 1464, 5.0, , , CAN, , , , , , , , Canada, , , , 
Tatsuya Kimoto, 1465, 4.97, , , JPN, , , , , , , , Japan, , , , 
Maximilian Mooser, 1466, 4.9, , , GER, , , , , , , , Germany, , , , 
Federico Montefusco, 1467, 4.89, , , ITA, , , , , , , , Italy, , , , 
Lukas Kroell, 1468, 4.87, , , AUT, , , , , , , , Austria, , , , 
Lucien Lamon, 1468, 4.87, , , SUI, , , , , , , , Switzerland, , , , 
Laurin Derungs, 1470, 4.85, , , SUI, , , , , , , , Switzerland, , , , 
Boomer Damiano, 1471, 4.84, , , USA, , , , , , , , United States, , , , 
Manel Garcia, 1472, 4.82, , , AND, , , , , , , , Andorra, , , , 
Matija Petrotnik, 1473, 4.78, , , AUT, , , , , , , , Austria, , , , 
Dennis Larkiala, 1474, 4.77, , , FIN, , , , , , , , Finland, , , , 
Ryushin Konno, 1475, 4.74, , , JPN, , , , , , , , Japan, , , , 
Leo Uhlmann-Birchmeier, 1476, 4.69, , , SUI, , , , , , , , Switzerland, , , , 
Leo Schwab, 1477, 4.66, , , GER, , , , , , , , Germany, , , , 
Shin Ota, 1478, 4.65, , , JPN, , , , , , , , Japan, , , , 
Pierce Yonker, 1479, 4.63, , , USA, , , , , , , , United States, , , , 
Julius Krayer, 1480, 4.53, , , SUI, , , , , , , , Switzerland, , , , 
Jose Brown, 1481, 4.51, , , USA, , , , , , , , United States, , , , 
Dominick Fuchs, 1482, 4.39, , , USA, , , , , , , , United States, , , , 
Robin Moller, 1483, 4.38, , , EST, , , , , , , , Estonia, , , , 
Arata Nashimoto, 1484, 4.38, , , JPN, , , , , , , , Japan, , , , 
Gino Schmid, 1485, 4.37, , , SUI, , , , , , , , Switzerland, , , , 
Niklas Paul, 1486, 4.35, , , AUT, , , , , , , , Austria, , , , 
Komei Kitamura, 1487, 4.34, , , JPN, , , , , , , , Japan, , , , 
Jeremias Conde, 1487, 4.34, , , ARG, , , , , , , , Argentina, , , , 
David Cabaleiro, 1489, 4.32, , , ESP, , , , , , , , Spain, , , , 
Guillermo Garcia, 1490, 4.21, , , ESP, , , , , , , , Spain, , , , 
Kamen Charakliev, 1490, 4.21, , , BUL, , , , , , , , BUL, , , , 
Nando Wick, 1492, 4.21, , , SUI, , , , , , , , Switzerland, , , , 
James Dayton, 1493, 4.19, , , USA, , , , , , , , United States, , , , 
Samuel Gabriel Alicalas, 1494, 4.19, , , CAN, , , , , , , , Canada, , , , 
Vidir Tristan Vidisson, 1494, 4.19, , , ISL, , , , , , , , Iceland, , , , 
Moritz Bauer, 1496, 4.18, , , GER, , , , , , , , Germany, , , , 
Paul Goldau, 1497, 4.15, , , GER, , , , , , , , Germany, , , , 
Hiroshi Hioki, 1498, 4.11, , , JPN, , , , , , , , Japan, , , , 
Ryland Wyatt, 1499, 4.09, , , CAN, , , , , , , , Canada, , , , 
Markus Wenedig, 1499, 4.09, , , AUT, , , , , , , , Austria, , , , 
Luka Vetorazzi, 1501, 4.06, , , AUT, , , , , , , , Austria, , , , 
Edi Martins, 1502, 4.05, , , POR, , , , , , , , POR, , , , 
Yusuke Nagasawa, 1503, 4.03, , , JPN, , , , , , , , Japan, , , , 
Nolan Chisholm, 1504, 3.97, , , CAN, , , , , , , , Canada, , , , 
Platon Arshinov, 1504, 3.97, , , RUS, , , , , , , , Russian Federation, , , , 
Martin Sang, 1506, 3.93, , , FIN, , , , , , , , Finland, , , , 
Nikita Neshkin, 1507, 3.92, , , RUS, , , , , , , , Russian Federation, , , , 
Dominik Hofbauer, 1508, 3.91, , , GER, , , , , , , , Germany, , , , 
Rafael Pereira Azevedo, 1509, 3.88, , , SUI, , , , , , , , Switzerland, , , , 
Tyler England, 1510, 3.87, , , USA, , , , , , , , United States, , , , 
Damien Marchalle-Mix, 1511, 3.85, , , CAN, , , , , , , , Canada, , , , 
Nicolas Cuperlier, 1512, 3.83, , , FRA, , , , , , , , France, , , , 
David Snaer Sveinsson, 1513, 3.81, , , ISL, , , , , , , , Iceland, , , , 
Yaowen Hou, 1514, 3.78, , , CHN, , , , , , , , China, , , , 
Daishi Kawakami, 1515, 3.75, , , JPN, , , , , , , , Japan, , , , 
Jacob Beck, 1516, 3.75, , , CAN, , , , , , , , Canada, , , , 
Carlo Caetano Golland, 1517, 3.72, , , SUI, , , , , , , , Switzerland, , , , 
Bently Schwartz, 1518, 3.7, , , CAN, , , , , , , , Canada, , , , 
Carl Maria Drechsler, 1519, 3.63, , , GER, , , , , , , , Germany, , , , 
Jamie Kiefer, 1520, 3.61, , , SUI, , , , , , , , Switzerland, , , , 
Kanua Steindle, 1521, 3.56, , , GER, , , , , , , , Germany, , , , 
Fynn Darms, 1521, 3.56, , , SUI, , , , , , , , Switzerland, , , , 
Ryunosuke Tokura, 1521, 3.56, , , JPN, , , , , , , , Japan, , , , 
Jackson Michaleski, 1524, 3.55, , , CAN, , , , , , , , Canada, , , , 
Huck Palmiter, 1525, 3.54, , , USA, , , , , , , , United States, , , , 
Nobumasa Kushima, 1526, 3.41, , , JPN, , , , , , , , Japan, , , , 
Jarko Kreuzeder, 1527, 3.4, , , GER, , , , , , , , Germany, , , , 
Tit Markelji, 1528, 3.36, , , AUT, , , , , , , , Austria, , , , 
Yu Maekawa, 1529, 3.24, , , JPN, , , , , , , , Japan, , , , 
Rafael Fidalgo Dias, 1529, 3.24, , , POR, , , , , , , , POR, , , , 
Elijah Stroker, 1531, 3.22, , , USA, , , , , , , , United States, , , , 
Junichi Tamura, 1532, 3.16, , , JPN, , , , , , , , Japan, , , , 
Anton Gudni Einarsson, 1533, 3.13, , , ISL, , , , , , , , Iceland, , , , 
Bertil Rormark, 1534, 3.12, , , NOR, , , , , , , , Norway, , , , 
Teemu Visuri, 1535, 3.12, , , FIN, , , , , , , , Finland, , , , 
Luc Schroeter, 1536, 3.07, , , SUI, , , , , , , , Switzerland, , , , 
Maximilian Ostergaard, 1537, 3.03, , , DEN, , , , , , , , DEN, , , , 
Kai Veitch, 1538, 2.94, , , CAN, , , , , , , , Canada, , , , 
Lukas Klingsporn, 1539, 2.93, , , GER, , , , , , , , Germany, , , , 
Jacob Feldbauer, 1540, 2.92, , , USA, , , , , , , , United States, , , , 
Evan Bollag, 1541, 2.91, , , SUI, , , , , , , , Switzerland, , , , 
Ludovico Ranieri-Tenti, 1542, 2.9, , , ITA, , , , , , , , Italy, , , , 
Iorath Hilton, 1542, 2.9, , , GBR, , , , , , , , United Kingdom, , , , 
Gabrielius Baksevicius, 1542, 2.9, , , LTU, , , , , , , , Lithuania, , , , 
Jan Soukup, 1542, 2.9, , , CZE, , , , , , , , Czech Republic, , , , 
Kaias Rinehart, 1546, 2.9, , , USA, , , , , , , , United States, , , , 
Louis Lemarignier, 1547, 2.86, , , AND, , , , , , , , Andorra, , , , 
Noah Brakonier, 1548, 2.84, , , AUT, , , , , , , , Austria, , , , 
Kotaro Oka, 1549, 2.79, , , JPN, , , , , , , , Japan, , , , 
Ethan Pittman, 1550, 2.78, , , CAN, , , , , , , , Canada, , , , 
Yosuke Suzuki, 1550, 2.78, , , JPN, , , , , , , , Japan, , , , 
riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter, nationality_full  
Ghady Aoun, 1301, 8.99, , , LIB, , , , , , , , , , , , 
Niccolo Limonta, 1301, 8.99, , , ITA, , , , , , , , Italy, , , , 
Ondrej Kucirek, 1301, 8.99, , , CZE, , , , , , , , Czech Republic, , , , 
Ulrich Kristiansen Rue, 1304, 8.95, , , NOR, , , , , , , , Norway, , , , 
Remy Staib, 1305, 8.91, , , SUI, , , , , , , , Switzerland, , , , 
Nathan M-Wilcox, 1306, 8.9, , , CAN, , , , , , , , Canada, , , , 
Valentin Santillan Alonso, 1307, 8.89, , , ARG, , , , , , , , Argentina, , , , 
Sho Yasuda, 1308, 8.88, , , JPN, , , , , , , , Japan, , , , 
Uta Yanagihara, 1309, 8.86, , , JPN, , , , , , , , Japan, , , , 
Quinn Bachman, 1310, 8.84, , , CAN, , , , , , , , Canada, , , , 
Brandon Woyjeck, 1311, 8.83, , , USA, , , , , , , , United States, , , , 
Haku Miyamura, 1312, 8.79, , , JPN, , , , , , , , Japan, , , , 
Leonardo Saraiva, 1313, 8.74, , , SUI, , , , , , , , Switzerland, , , , 
Filippo Colombo, 1314, 8.7, , , ITA, , , , , , , , Italy, , , , 
Drosos Karafyllias, 1315, 8.69, , , GRE, , , , , , , , GRE, , , , 
Alberto Praturion, 1316, 8.67, , , AUT, , , , , , , , Austria, , , , 
Petro Rautnik, 1316, 8.67, , , AUT, , , , , , , , Austria, , , , 
Robin Valdmets, 1318, 8.65, , , FIN, , , , , , , , Finland, , , , 
Maximilian De Boer, 1318, 8.65, , , AUT, , , , , , , , Austria, , , , 
Xenofon Graikos, 1320, 8.64, , , GRE, , , , , , , , GRE, , , , 
Rinto Mikuni, 1321, 8.58, , , JPN, , , , , , , , Japan, , , , 
Finley Meyer, 1322, 8.58, , , SUI, , , , , , , , Switzerland, , , , 
Brady Seltzer, 1323, 8.56, , , CAN, , , , , , , , Canada, , , , 
Renner Fitzhugh, 1324, 8.55, , , USA, , , , , , , , United States, , , , 
Alberto Jezowicz, 1324, 8.55, , , AND, , , , , , , , Andorra, , , , 
Ho-Gwang Ok, 1326, 8.45, , 22, KOR, Goofy, , , , , , , Korea, Republic of, , , , 
Levin Hofmann, 1327, 8.42, , , SUI, , , , , , , , Switzerland, , , , 
Luukas Lehtinen, 1328, 8.38, , , FIN, , , , , , , , Finland, , , , 
Valtteri Paunonen, 1329, 8.36, , 30, FIN, , , , , , , , Finland, , , , 
Emile Beaulieu, 1330, 8.3, , , CAN, , , , , , , , Canada, , , , 
Yoshinori Konishi, 1331, 8.29, , , JPN, , , , , , , , Japan, , , , 
Jamiro Bontognali, 1332, 8.26, , , SUI, , , , , , , , Switzerland, , , , 
Nicholas Trouskie, 1333, 8.2, , , USA, , , , , , , , United States, , , , 
Joaquin Rodriguez, 1334, 8.19, , , ARG, , , , , , , , Argentina, , , , 
Jacob Tkachuck, 1335, 8.14, , , CAN, , , , , , , , Canada, , , , 
Efim Skvoznyakov, 1336, 8.09, , , RUS, , , , , , , , Russian Federation, , , , 
Gilberto Erb, 1336, 8.09, , , SUI, , , , , , , , Switzerland, , , , 
Yusei Yaehata, 1338, 8.03, , , JPN, , , , , , , , Japan, , , , 
Godai Yokosawa, 1339, 8.0, , , JPN, , , , , , , , Japan, , , , 
Tim Jossen, 1340, 7.99, , , SUI, , , , , , , , Switzerland, , , , 
Eli Hughes, 1340, 7.99, , , NZL, , , , , , , , New Zealand, , , , 
Mathise Zamora, 1342, 7.98, , , FRA, , , , , , , , France, , , , 
Joey Lake, 1343, 7.95, , , CAN, , , , , , , , Canada, , , , 
Ryota Suimitani, 1343, 7.95, , , JPN, , , , , , , , Japan, , , , 
Noa Ruckstuhl, 1345, 7.93, , , SUI, , , , , , , , Switzerland, , , , 
Takashi Aibe, 1346, 7.91, , , JPN, , , , , , , , Japan, , , , 
Sindre Flones, 1347, 7.87, , , NOR, , , , , , , , Norway, , , , 
Aiden Dotson, 1347, 7.87, , , USA, , , , , , , , United States, , , , 
Ian Henschel, 1349, 7.87, , , USA, , , , , , , , United States, , , , 
Keisuke Usami, 1350, 7.85, , , JPN, , , , , , , , Japan, , , , 
Tate Tulp, 1350, 7.85, , , USA, , , , , , , , United States, , , , 
Julius Hachemeyer, 1352, 7.84, , , AUT, , , , , , , , Austria, , , , 
Mickey Lane, 1353, 7.8, , , CAN, , , , , , , , Canada, , , , 
Shane Koeppe, 1354, 7.8, , , USA, , , , , , , , United States, , , , 
Mark Belianski, 1355, 7.79, , , USA, , , , , , , , United States, , , , 
Matteo Knoepfel, 1356, 7.77, , , SUI, , , , , , , , Switzerland, , , , 
Shimon Tanaka, 1357, 7.69, , , JPN, , , , , , , , Japan, , , , 
Hayden Thoreson, 1358, 7.66, , , USA, , , , , , , , United States, , , , 
Eddie Cahill, 1359, 7.61, , , SUI, , , , , , , , Switzerland, , , , 
Jonas Walli, 1360, 7.57, , , AUT, , , , , , , , Austria, , , , 
Moritz Krauer, 1361, 7.53, , , SUI, , , , , , , , Switzerland, , , , 
Riku Tomita, 1362, 7.52, , , JPN, , , , , , , , Japan, , , , 
Everest Kubick, 1363, 7.5, , , USA, , , , , , , , United States, , , , 
Jan Vogrin, 1364, 7.49, , , SLO, , , , , , , , SLO, , , , 
Morris Knöri, 1365, 7.44, , , SUI, , , , , , , , Switzerland, , , , 
Kosei Nomura, 1366, 7.43, , , JPN, , , , , , , , Japan, , , , 
Lauri Visuri, 1367, 7.43, , , FIN, , , , , , , , Finland, , , , 
Inigo De San Jose, 1368, 7.42, , , ESP, , , , , , , , Spain, , , , 
Manuele Carocci, 1369, 7.41, , , ITA, , , , , , , , Italy, , , , 
Eli Smari Johannsson, 1370, 7.4, , , ISL, , , , , , , , Iceland, , , , 
Luc Meijers, 1371, 7.33, , , NED, , , , , , , , NED, , , , 
Tomas Pitha, 1372, 7.29, , , CZE, , , , , , , , Czech Republic, , , , 
Max Schneider, 1373, 7.28, , , SUI, , , , , , , , Switzerland, , , , 
Naoki Chida, 1374, 7.19, , , JPN, , , , , , , , Japan, , , , 
Stephen McCarty, 1375, 7.16, , , USA, , , , , , , , United States, , , , 
Lincoln Squires, 1376, 7.16, , , CAN, , , , , , , , Canada, , , , 
Shinichi Goto, 1377, 7.15, , , JPN, , , , , , , , Japan, , , , 
Shu Ono, 1378, 7.15, , , JPN, , , , , , , , Japan, , , , 
Mathias Revelat, 1379, 7.14, , , FRA, , , , , , , , France, , , , 
Kieran Sayers, 1380, 7.14, , , CAN, , , , , , , , Canada, , , , 
Finn Ledergerber, 1381, 7.12, , , SUI, , , , , , , , Switzerland, , , , 
Alexander Ternelisnig, 1382, 7.08, , , AUT, , , , , , , , Austria, , , , 
Martti Livonen, 1383, 7.0, , , FIN, , , , , , , , Finland, , , , 
Paul Uhlmann-Birchmeier, 1384, 6.96, , , SUI, , , , , , , , Switzerland, , , , 
Carlos Seixas, 1384, 6.96, , , POR, , , , , , , , POR, , , , 
Emanuele Di Matteo, 1386, 6.89, , , ITA, , , , , , , , Italy, , , , 
Filip Aurell, 1386, 6.89, , , CZE, , , , , , , , Czech Republic, , , , 
Adria Soto, 1388, 6.88, , , ESP, , , , , , , , Spain, , , , 
Kazuya Koyama, 1389, 6.87, , , JPN, , , , , , , , Japan, , , , 
Yevhen Kondratskyi, 1390, 6.85, , , UKR, , , , , , , , Ukraine, , , , 
Enzo Maximiliano Lopez, 1390, 6.85, , , ARG, , , , , , , , Argentina, , , , 
Caleb MacDonald, 1392, 6.84, , , CAN, , , , , , , , Canada, , , , 
Ethan Brack, 1393, 6.82, , , USA, , , , , , , , United States, , , , 
Eric Ott, 1394, 6.8, , , GER, , , , , , , , Germany, , , , 
Emil Winnem Nestegaard, 1395, 6.76, , , NOR, , , , , , , , Norway, , , , 
Joseph Greenblatt, 1396, 6.72, , , USA, , , , , , , , United States, , , , 
Toth Benedek, 1397, 6.67, , , HUN, , , , , , , , Hungary, , , , 
Felix Babilon, 1398, 6.65, , , GER, , , , , , , , Germany, , , , 
Tim Lang, 1399, 6.63, , , SUI, , , , , , , , Switzerland, , , , 
Ivan Barth, 1400, 6.6, , , ARG, , , , , , , , Argentina, , , , 
Kokoro Yanagi, 1401, 6.59, , , JPN, , , , , , , , Japan, , , , 
Tuukka Jurva, 1402, 6.51, , , FIN, , , , , , , , Finland, , , , 
Sena Ito, 1403, 6.49, , , JPN, , , , , , , , Japan, , , , 
Kaleb Gibbs, 1404, 6.49, , , USA, , , , , , , , United States, , , , 
Phileas Platz, 1405, 6.47, , , CAN, , , , , , , , Canada, , , , 
Kohei Itokawa, 1406, 6.47, , , JPN, , , , , , , , Japan, , , , 
Alfonso Cordova, 1407, 6.41, , , ISL, , , , , , , , Iceland, , , , 
Leon Neugebauer, 1408, 6.39, , , AUT, , , , , , , , Austria, , , , 
Hoshun Tahara, 1409, 6.39, , , JPN, , , , , , , , Japan, , , , 
Riley Kurbis, 1410, 6.36, , , CAN, , , , , , , , Canada, , , , 
Lluc Lorenzo, 1411, 6.35, , , ESP, , , , , , , , Spain, , , , 
Luan Fitze, 1412, 6.31, , , SUI, , , , , , , , Switzerland, , , , 
Aksel Bye, 1413, 6.28, , , NOR, , , , , , , , Norway, , , , 
Takayuki Kobori, 1414, 6.23, , , JPN, , , , , , , , Japan, , , , 
Mees Oostdijk, 1415, 6.23, , , NED, , , , , , , , NED, , , , 
Benjamin Lyman, 1416, 6.16, , , USA, , , , , , , , United States, , , , 
Andrew Shelton, 1417, 6.15, , , USA, , , , , , , , United States, , , , 
Edoardo Castelluccia, 1418, 6.14, , , ITA, , , , , , , , Italy, , , , 
Cooper Jones, 1419, 6.11, , , USA, , , , , , , , United States, , , , 
Tim Thieffenat, 1420, 6.1, , , FRA, , , , , , , , France, , , , 
Nicolas Connell, 1421, 6.08, , , CAN, , , , , , , , Canada, , , , 
Maxime Erb, 1422, 5.99, , , SUI, , , , , , , , Switzerland, , , , 
Konstantin Erkaev, 1423, 5.95, , , RUS, , , , , , , , Russian Federation, , , , 
Maksim Cigovski, 1424, 5.94, , , MKD, , , , , , , , Macedonia, The Former Yugoslav Republic of, , , , 
Jakob Small, 1425, 5.93, , , USA, , , , , , , , United States, , , , 
Mahato Namba, 1426, 5.91, , , JPN, , , , , , , , Japan, , , , 
Mikiya Tanaka, 1427, 5.9, , , JPN, , , , , , , , Japan, , , , 
Nafez Tauk, 1428, 5.89, , , LIB, , , , , , , , , , , , 
Pavel Orsag, 1428, 5.89, , , CZE, , , , , , , , Czech Republic, , , , 
Michael Clavel, 1428, 5.89, , , ITA, , , , , , , , Italy, , , , 
Nicholas Bodrug, 1431, 5.87, , , USA, , , , , , , , United States, , , , 
Eric Roig, 1432, 5.83, , , ESP, , , , , , , , Spain, , , , 
Oscar Maria Kohl, 1433, 5.83, , , SUI, , , , , , , , Switzerland, , , , 
Blake Bayer, 1433, 5.83, , , USA, , , , , , , , United States, , , , 
Pablo Marzelouski, 1435, 5.79, , , ESP, , , , , , , , Spain, , , , 
Kota Yoshida, 1436, 5.77, , , JPN, , , , , , , , Japan, , , , 
Koji Nomura, 1437, 5.76, , , JPN, , , , , , , , Japan, , , , 
Kenshin Kiyota, 1438, 5.69, , , JPN, , , , , , , , Japan, , , , 
Ethan Melanson, 1439, 5.68, , , CAN, , , , , , , , Canada, , , , 
Nico Felix, 1440, 5.66, , , SUI, , , , , , , , Switzerland, , , , 
Jakob Fuksik, 1441, 5.64, , , GER, , , , , , , , Germany, , , , 
Osku Rutonen, 1442, 5.63, , , FIN, , , , , , , , Finland, , , , 
David Tributsch, 1443, 5.55, , , AUT, , , , , , , , Austria, , , , 
Jarek Stanek, 1444, 5.55, , , FIN, , , , , , , , Finland, , , , 
Mattia Roeoesli, 1445, 5.53, , , SUI, , , , , , , , Switzerland, , , , 
Mario Ranninger, 1446, 5.51, , , AUT, , , , , , , , Austria, , , , 
Max Müller, 1447, 5.5, , , SUI, , , , , , , , Switzerland, , , , 
Declan Voegtle, 1448, 5.5, , , USA, , , , , , , , United States, , , , 
Shoma Hatano, 1449, 5.48, , , JPN, , , , , , , , Japan, , , , 
Owen Ewasllo, 1450, 5.42, , , CAN, , , , , , , , Canada, , , , 
Owen Charron, 1451, 5.37, , , CAN, , , , , , , , Canada, , , , 
Thore Bottcher, 1452, 5.35, , , NOR, , , , , , , , Norway, , , , 
Luc Huber, 1453, 5.34, , , SUI, , , , , , , , Switzerland, , , , 
Leon Brillet, 1454, 5.32, , , FRA, , , , , , , , France, , , , 
Ryota Negishi, 1455, 5.28, , , JPN, , , , , , , , Japan, , , , 
Stefan Solvi Stefansson, 1456, 5.25, , , ISL, , , , , , , , Iceland, , , , 
Vincent Haberzettl, 1457, 5.18, , , SUI, , , , , , , , Switzerland, , , , 
Jacob Knight, 1458, 5.17, , , USA, , , , , , , , United States, , , , 
Leander Heser, 1459, 5.15, , , GER, , , , , , , , Germany, , , , 
Asgeir Thor Thorleifsson, 1460, 5.11, , , ISL, , , , , , , , Iceland, , , , 
Rei Arahira, 1461, 5.08, , , JPN, , , , , , , , Japan, , , , 
Leo Angelo Fritz, 1462, 5.07, , , NOR, , , , , , , , Norway, , , , 
Theo Laminie, 1462, 5.07, , , FRA, , , , , , , , France, , , , 
Rodden Melanson, 1464, 5.0, , , CAN, , , , , , , , Canada, , , , 
Tatsuya Kimoto, 1465, 4.97, , , JPN, , , , , , , , Japan, , , , 
Maximilian Mooser, 1466, 4.9, , , GER, , , , , , , , Germany, , , , 
Federico Montefusco, 1467, 4.89, , , ITA, , , , , , , , Italy, , , , 
Lukas Kroell, 1468, 4.87, , , AUT, , , , , , , , Austria, , , , 
Lucien Lamon, 1468, 4.87, , , SUI, , , , , , , , Switzerland, , , , 
Laurin Derungs, 1470, 4.85, , , SUI, , , , , , , , Switzerland, , , , 
Boomer Damiano, 1471, 4.84, , , USA, , , , , , , , United States, , , , 
Manel Garcia, 1472, 4.82, , , AND, , , , , , , , Andorra, , , , 
Matija Petrotnik, 1473, 4.78, , , AUT, , , , , , , , Austria, , , , 
Dennis Larkiala, 1474, 4.77, , , FIN, , , , , , , , Finland, , , , 
Ryushin Konno, 1475, 4.74, , , JPN, , , , , , , , Japan, , , , 
Leo Uhlmann-Birchmeier, 1476, 4.69, , , SUI, , , , , , , , Switzerland, , , , 
Leo Schwab, 1477, 4.66, , , GER, , , , , , , , Germany, , , , 
Shin Ota, 1478, 4.65, , , JPN, , , , , , , , Japan, , , , 
Pierce Yonker, 1479, 4.63, , , USA, , , , , , , , United States, , , , 
Julius Krayer, 1480, 4.53, , , SUI, , , , , , , , Switzerland, , , , 
Jose Brown, 1481, 4.51, , , USA, , , , , , , , United States, , , , 
Dominick Fuchs, 1482, 4.39, , , USA, , , , , , , , United States, , , , 
Robin Moller, 1483, 4.38, , , EST, , , , , , , , Estonia, , , , 
Arata Nashimoto, 1484, 4.38, , , JPN, , , , , , , , Japan, , , , 
Gino Schmid, 1485, 4.37, , , SUI, , , , , , , , Switzerland, , , , 
Niklas Paul, 1486, 4.35, , , AUT, , , , , , , , Austria, , , , 
Komei Kitamura, 1487, 4.34, , , JPN, , , , , , , , Japan, , , , 
Jeremias Conde, 1487, 4.34, , , ARG, , , , , , , , Argentina, , , , 
David Cabaleiro, 1489, 4.32, , , ESP, , , , , , , , Spain, , , , 
Guillermo Garcia, 1490, 4.21, , , ESP, , , , , , , , Spain, , , , 
Kamen Charakliev, 1490, 4.21, , , BUL, , , , , , , , BUL, , , , 
Nando Wick, 1492, 4.21, , , SUI, , , , , , , , Switzerland, , , , 
James Dayton, 1493, 4.19, , , USA, , , , , , , , United States, , , , 
Samuel Gabriel Alicalas, 1494, 4.19, , , CAN, , , , , , , , Canada, , , , 
Vidir Tristan Vidisson, 1494, 4.19, , , ISL, , , , , , , , Iceland, , , , 
Moritz Bauer, 1496, 4.18, , , GER, , , , , , , , Germany, , , , 
Paul Goldau, 1497, 4.15, , , GER, , , , , , , , Germany, , , , 
Hiroshi Hioki, 1498, 4.11, , , JPN, , , , , , , , Japan, , , , 
Ryland Wyatt, 1499, 4.09, , , CAN, , , , , , , , Canada, , , , 
Markus Wenedig, 1499, 4.09, , , AUT, , , , , , , , Austria, , , , 
Luka Vetorazzi, 1501, 4.06, , , AUT, , , , , , , , Austria, , , , 
Edi Martins, 1502, 4.05, , , POR, , , , , , , , POR, , , , 
Yusuke Nagasawa, 1503, 4.03, , , JPN, , , , , , , , Japan, , , , 
Nolan Chisholm, 1504, 3.97, , , CAN, , , , , , , , Canada, , , , 
Platon Arshinov, 1504, 3.97, , , RUS, , , , , , , , Russian Federation, , , , 
Martin Sang, 1506, 3.93, , , FIN, , , , , , , , Finland, , , , 
Nikita Neshkin, 1507, 3.92, , , RUS, , , , , , , , Russian Federation, , , , 
Dominik Hofbauer, 1508, 3.91, , , GER, , , , , , , , Germany, , , , 
Rafael Pereira Azevedo, 1509, 3.88, , , SUI, , , , , , , , Switzerland, , , , 
Tyler England, 1510, 3.87, , , USA, , , , , , , , United States, , , , 
Damien Marchalle-Mix, 1511, 3.85, , , CAN, , , , , , , , Canada, , , , 
Nicolas Cuperlier, 1512, 3.83, , , FRA, , , , , , , , France, , , , 
David Snaer Sveinsson, 1513, 3.81, , , ISL, , , , , , , , Iceland, , , , 
Yaowen Hou, 1514, 3.78, , , CHN, , , , , , , , China, , , , 
Daishi Kawakami, 1515, 3.75, , , JPN, , , , , , , , Japan, , , , 
Jacob Beck, 1516, 3.75, , , CAN, , , , , , , , Canada, , , , 
Carlo Caetano Golland, 1517, 3.72, , , SUI, , , , , , , , Switzerland, , , , 
Bently Schwartz, 1518, 3.7, , , CAN, , , , , , , , Canada, , , , 
Carl Maria Drechsler, 1519, 3.63, , , GER, , , , , , , , Germany, , , , 
Jamie Kiefer, 1520, 3.61, , , SUI, , , , , , , , Switzerland, , , , 
Kanua Steindle, 1521, 3.56, , , GER, , , , , , , , Germany, , , , 
Fynn Darms, 1521, 3.56, , , SUI, , , , , , , , Switzerland, , , , 
Ryunosuke Tokura, 1521, 3.56, , , JPN, , , , , , , , Japan, , , , 
Jackson Michaleski, 1524, 3.55, , , CAN, , , , , , , , Canada, , , , 
Huck Palmiter, 1525, 3.54, , , USA, , , , , , , , United States, , , , 
Nobumasa Kushima, 1526, 3.41, , , JPN, , , , , , , , Japan, , , , 
Jarko Kreuzeder, 1527, 3.4, , , GER, , , , , , , , Germany, , , , 
Tit Markelji, 1528, 3.36, , , AUT, , , , , , , , Austria, , , , 
Yu Maekawa, 1529, 3.24, , , JPN, , , , , , , , Japan, , , , 
Rafael Fidalgo Dias, 1529, 3.24, , , POR, , , , , , , , POR, , , , 
Elijah Stroker, 1531, 3.22, , , USA, , , , , , , , United States, , , , 
Junichi Tamura, 1532, 3.16, , , JPN, , , , , , , , Japan, , , , 
Anton Gudni Einarsson, 1533, 3.13, , , ISL, , , , , , , , Iceland, , , , 
Bertil Rormark, 1534, 3.12, , , NOR, , , , , , , , Norway, , , , 
Teemu Visuri, 1535, 3.12, , , FIN, , , , , , , , Finland, , , , 
Luc Schroeter, 1536, 3.07, , , SUI, , , , , , , , Switzerland, , , , 
Maximilian Ostergaard, 1537, 3.03, , , DEN, , , , , , , , DEN, , , , 
Kai Veitch, 1538, 2.94, , , CAN, , , , , , , , Canada, , , , 
