lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter, rider_concat_id, 
Ruckstuhl,  Noa, 1348, 7.93, , , SUI, switzerland, , , , , , , , noaruckstuhlsui, 
Aibe,  Takashi, 1349, 7.91, , , JPN, japan, , , , , , , , takashiaibejpn, 
Flones,  Sindre, 1350, 7.87, , , NOR, norway, , , , , , , , sindreflonesnor, 
Dotson,  Aiden, 1350, 7.87, , , USA, united states, , , , , , , , aidendotsonusa, 
Henschel,  Ian, 1352, 7.87, , , USA, united states, , , , , , , , ianhenschelusa, 
Usami,  Keisuke, 1353, 7.85, , , JPN, japan, , , , , , , , keisukeusamijpn, 
Tulp,  Tate, 1353, 7.85, , , USA, united states, , , , , , , , tatetulpusa, 
Hachemeyer,  Julius, 1355, 7.84, , , AUT, austria, , , , , , , , juliushachemeyeraut, 
Lane,  Mickey, 1356, 7.8, , 13, CAN, canada, , , , , , , , mickeylanecan, 
Koeppe,  Shane, 1357, 7.8, , , USA, united states, , , , , , , , shanekoeppeusa, 
Belianski,  Mark, 1358, 7.79, , , USA, united states, , , , , , , , markbelianskiusa, 
Knöpfel,  Matteo, 1359, 7.77, , , SUI, switzerland, , , , , , , , matteoknöpfelsui, 
Tanaka,  Shimon, 1360, 7.69, , , JPN, japan, , , , , , , , shimontanakajpn, 
Thoreson,  Hayden, 1361, 7.66, , , USA, united states, , , , , , , , haydenthoresonusa, 
Cahill,  Eddie, 1362, 7.61, , , SUI, switzerland, , , , , , , , eddiecahillsui, 
Walli,  Jonas, 1363, 7.57, , , AUT, austria, , , , , , , , jonaswalliaut, 
Krauer,  Moritz, 1364, 7.53, , , SUI, switzerland, , , , , , , , moritzkrauersui, 
Tomita,  Riku, 1365, 7.52, , , JPN, japan, , , , , , , , rikutomitajpn, 
Kubick,  Everest, 1366, 7.5, , , USA, united states, , , , , , , , everestkubickusa, 
Vogrin,  Jan, 1367, 7.49, , , SLO, slo, , , , , , , , janvogrinslo, 
Knöri,  Morris, 1368, 7.44, , , SUI, switzerland, , , , , , , , morrisknörisui, 
Nomura,  Kosei, 1369, 7.43, , , JPN, japan, , , , , , , , koseinomurajpn, 
Visuri,  Lauri, 1370, 7.43, , , FIN, finland, , , , , , , , laurivisurifin, 
De San Jose,  Inigo, 1371, 7.42, , , ESP, spain, , , , , , , , inigode san joseesp, 
Carocci,  Manuel, 1372, 7.41, , , ITA, italy, , , , , , , , manuelcarocciita, 
Johannsson,  Eli Smari, 1373, 7.4, , , ISL, iceland, , , , , , , , eli smarijohannssonisl, 
Meijers,  Luc, 1374, 7.33, , , NED, ned, , , , , , , , lucmeijersned, 
Pitha,  Tomas, 1375, 7.29, , , CZE, czech republic, , , , , , , , tomaspithacze, 
Schneider,  Max, 1376, 7.28, , , SUI, switzerland, , , , , , , , maxschneidersui, 
Chida,  Naoki, 1377, 7.19, , , JPN, japan, , , , , , , , naokichidajpn, 
McCarty,  Stephen, 1378, 7.16, , , USA, united states, , , , , , , , stephenmccartyusa, 
Squires,  Lincoln, 1379, 7.16, , , CAN, canada, , , , , , , , lincolnsquirescan, 
Goto,  Shinichi, 1380, 7.15, , , JPN, japan, , , , , , , , shinichigotojpn, 
Ono,  Shu, 1381, 7.15, , , JPN, japan, , , , , , , , shuonojpn, 
Revelat,  Mathias, 1382, 7.14, , , FRA, france, , , , , , , , mathiasrevelatfra, 
Sayers,  Kieran, 1383, 7.14, , , CAN, canada, , , , , , , , kieransayerscan, 
Ledergerber,  Finn, 1384, 7.12, , , SUI, switzerland, , , , , , , , finnledergerbersui, 
Ternelisnig,  Alexander, 1385, 7.08, , , AUT, austria, , , , , , , , alexanderternelisnigaut, 
Livonen,  Martti, 1386, 7.0, , , FIN, finland, , , , , , , , marttilivonenfin, 
Uhlmann-Birchmeier,  Paul, 1387, 6.96, , , SUI, switzerland, , , , , , , , pauluhlmann-birchmeiersui, 
Seixas,  Carlos, 1387, 6.96, , , POR, por, , , , , , , , carlosseixaspor, 
Di Matteo,  Emanuele, 1389, 6.89, , , ITA, italy, , , , , , , , emanueledi matteoita, 
Aurell,  Filip, 1389, 6.89, , , CZE, czech republic, , , , , , , , filipaurellcze, 
Soto,  Adria, 1391, 6.88, , , ESP, spain, , , , , , , , adriasotoesp, 
Koyama,  Kazuya, 1392, 6.87, , , JPN, japan, , , , , , , , kazuyakoyamajpn, 
Kondratskyi,  Yevhen, 1393, 6.85, , , UKR, ukraine, , , , , , , , yevhenkondratskyiukr, 
Lopez,  Enzo Maximiliano, 1393, 6.85, , , ARG, argentina, , , , , , , , enzo maximilianolopezarg, 
MacDonald,  Caleb, 1395, 6.84, , , CAN, canada, , , , , , , , calebmacdonaldcan, 
Brack,  Ethan, 1396, 6.82, , , USA, united states, , , , , , , , ethanbrackusa, 
Ott,  Eric, 1397, 6.8, , , GER, germany, , , , , , , , ericottger, 
Winnem Nestegaard,  Emil, 1398, 6.76, , , NOR, norway, , , , , , , , emilwinnem nestegaardnor, 
Greenblatt,  Joseph, 1399, 6.72, , , USA, united states, , , , , , , , josephgreenblattusa, 
Benedek,  Toth, 1400, 6.67, , , HUN, hungary, , , , , , , , tothbenedekhun, 
Babilon,  Felix, 1401, 6.65, , , GER, germany, , , , , , , , felixbabilonger, 
Lang,  Tim, 1402, 6.63, , , SUI, switzerland, , , , , , , , timlangsui, 
Barth,  Ivan, 1403, 6.6, , , ARG, argentina, , , , , , , , ivanbartharg, 
Yanagi,  Kokoro, 1404, 6.59, , , JPN, japan, , , , , , , , kokoroyanagijpn, 
Jurva,  Tuukka, 1405, 6.51, , , FIN, finland, , , , , , , , tuukkajurvafin, 
Ito,  Sena, 1406, 6.49, , , JPN, japan, , , , , , , , senaitojpn, 
Gibbs,  Kaleb, 1407, 6.49, , , USA, united states, , , , , , , , kalebgibbsusa, 
Platz,  Phileas, 1408, 6.47, , , CAN, canada, , , , , , , , phileasplatzcan, 
Itokawa,  Kohei, 1409, 6.47, , , JPN, japan, , , , , , , , koheiitokawajpn, 
Cordova,  Alfonso, 1410, 6.41, , , ISL, iceland, , , , , , , , alfonsocordovaisl, 
Neugebauer,  Leon, 1411, 6.39, , , AUT, austria, , , , , , , , leonneugebaueraut, 
Tahara,  Hoshun, 1412, 6.39, , , JPN, japan, , , , , , , , hoshuntaharajpn, 
Kurbis,  Riley, 1413, 6.36, , , CAN, canada, , , , , , , , rileykurbiscan, 
Lorenzo,  Lluc, 1414, 6.35, , , ESP, spain, , , , , , , , lluclorenzoesp, 
Fitze,  Luan, 1415, 6.31, , , SUI, switzerland, , , , , , , , luanfitzesui, 
Bye,  Aksel, 1416, 6.28, , , NOR, norway, , , , , , , , akselbyenor, 
Kobori,  Takayuki, 1417, 6.23, , , JPN, japan, , , , , , , , takayukikoborijpn, 
Oostdijk,  Mees, 1418, 6.23, , , NED, ned, , , , , , , , meesoostdijkned, 
Lyman,  Benjamin, 1419, 6.16, , , USA, united states, , , , , , , , benjaminlymanusa, 
Shelton,  Andrew, 1420, 6.15, , , USA, united states, , , , , , , , andrewsheltonusa, 
Castelluccia,  Edoardo, 1421, 6.14, , , ITA, italy, , , , , , , , edoardocastellucciaita, 
Jones,  Cooper, 1422, 6.11, , , USA, united states, , , , , , , , cooperjonesusa, 
Thieffenat,  Tim, 1423, 6.1, , , FRA, france, , , , , , , , timthieffenatfra, 
Connell,  Nicolas, 1424, 6.08, , , CAN, canada, , , , , , , , nicolasconnellcan, 
Erb,  Maxime, 1425, 5.99, , , SUI, switzerland, , , , , , , , maximeerbsui, 
Erkaev,  Konstantin, 1426, 5.95, , , RUS, russian federation, , , , , , , , konstantinerkaevrus, 
Cigovski,  Maksim, 1427, 5.94, , , MKD, macedonia, , , , , , , , maksimcigovskimkd, 
Small,  Jakob, 1428, 5.93, , , USA, united states, , , , , , , , jakobsmallusa, 
Namba,  Mahato, 1429, 5.91, , , JPN, japan, , , , , , , , mahatonambajpn, 
Tanaka,  Mikiya, 1430, 5.9, , , JPN, japan, , , , , , , , mikiyatanakajpn, 
Tauk,  Nafez, 1431, 5.89, , , LIB, , , , , , , , , nafeztauk, 
Orsag,  Pavel, 1431, 5.89, , , CZE, czech republic, , , , , , , , pavelorsagcze, 
Clavel,  Michael, 1431, 5.89, , , ITA, italy, , , , , , , , michaelclavelita, 
Bodrug,  Nicholas, 1434, 5.87, , , USA, united states, , , , , , , , nicholasbodrugusa, 
Roig,  Eric, 1435, 5.83, , , ESP, spain, , , , , , , , ericroigesp, 
Kohl,  Oscar Maria, 1436, 5.83, , , SUI, switzerland, , , , , , , , oscar mariakohlsui, 
Bayer,  Blake, 1436, 5.83, , , USA, united states, , , , , , , , blakebayerusa, 
Marzelouski,  Pablo, 1438, 5.79, , , ESP, spain, , , , , , , , pablomarzelouskiesp, 
Yoshida,  Kota, 1439, 5.77, , , JPN, japan, , , , , , , , kotayoshidajpn, 
Nomura,  Koji, 1440, 5.76, , , JPN, japan, , , , , , , , kojinomurajpn, 
Kiyota,  Kenshin, 1441, 5.69, , , JPN, japan, , , , , , , , kenshinkiyotajpn, 
Melanson,  Ethan, 1442, 5.68, , 15, CAN, canada, , , , , , , , ethanmelansoncan, 
Felix,  Nico, 1443, 5.66, , , SUI, switzerland, , , , , , , , nicofelixsui, 
Fuksik,  Jakob, 1444, 5.64, , , GER, germany, , , , , , , , jakobfuksikger, 
Rutonen,  Osku, 1445, 5.63, , , FIN, finland, , , , , , , , oskurutonenfin, 
Tributsch,  David, 1446, 5.55, , , AUT, austria, , , , , , , , davidtributschaut, 
Stanek,  Jarek, 1447, 5.55, , , FIN, finland, , , , , , , , jarekstanekfin, 
Roeoesli,  Mattia, 1448, 5.53, , , SUI, switzerland, , , , , , , , mattiaroeoeslisui, 
Ranninger,  Mario, 1449, 5.51, , , AUT, austria, , , , , , , , marioranningeraut, 
Müller,  Max, 1450, 5.5, , , SUI, switzerland, , , , , , , , maxmüllersui, 
Voegtle,  Declan, 1451, 5.5, , , USA, united states, , , , , , , , declanvoegtleusa, 
Hatano,  Shoma, 1452, 5.48, , , JPN, japan, , , , , , , , shomahatanojpn, 
Ewasllo,  Owen, 1453, 5.42, , , CAN, canada, , , , , , , , owenewasllocan, 
Charron,  Owen, 1454, 5.37, , 12, CAN, canada, , , , , , , , owencharroncan, 
Bottcher,  Thore, 1455, 5.35, , , NOR, norway, , , , , , , , thorebottchernor, 
Huber,  Luc, 1456, 5.34, , , SUI, switzerland, , , , , , , , luchubersui, 
Brillet,  Leon, 1457, 5.32, , , FRA, france, , , , , , , , leonbrilletfra, 
Negishi,  Ryota, 1458, 5.28, , , JPN, japan, , , , , , , , ryotanegishijpn, 
Stefansson,  Stefan Solvi, 1459, 5.25, , , ISL, iceland, , , , , , , , stefan solvistefanssonisl, 
Haberzettl,  Vincent, 1460, 5.18, , , SUI, switzerland, , , , , , , , vincenthaberzettlsui, 
Knight,  Jacob, 1461, 5.17, , , USA, united states, , , , , , , , jacobknightusa, 
Heser,  Leander, 1462, 5.15, , , GER, germany, , , , , , , , leanderheserger, 
Thorleifsson,  Asgeir Thor, 1463, 5.11, , , ISL, iceland, , , , , , , , asgeir thorthorleifssonisl, 
Arahira,  Rei, 1464, 5.08, , , JPN, japan, , , , , , , , reiarahirajpn, 
Fritz,  Leo Angelo, 1465, 5.07, , , NOR, norway, , , , , , , , leo angelofritznor, 
Laminie,  Theo, 1465, 5.07, , , FRA, france, , , , , , , , theolaminiefra, 
Melanson,  Rodden, 1467, 5.0, , 14, CAN, canada, , , , , , , , roddenmelansoncan, 
Kimoto,  Tatsuya, 1468, 4.97, , , JPN, japan, , , , , , , , tatsuyakimotojpn, 
Mooser,  Maximilian, 1469, 4.9, , , GER, germany, , , , , , , , maximilianmooserger, 
Montefusco,  Federico, 1470, 4.89, , , ITA, italy, , , , , , , , federicomontefuscoita, 
Kroell,  Lukas, 1471, 4.87, , , AUT, austria, , , , , , , , lukaskroellaut, 
Lamon,  Lucien, 1471, 4.87, , , SUI, switzerland, , , , , , , , lucienlamonsui, 
Derungs,  Laurin, 1473, 4.85, , , SUI, switzerland, , , , , , , , laurinderungssui, 
Damiano,  Boomer, 1474, 4.84, , , USA, united states, , , , , , , , boomerdamianousa, 
Garcia,  Manel, 1475, 4.82, , , AND, andorra, , , , , , , , manelgarciaand, 
Petrotnik,  Matija, 1476, 4.78, , , AUT, austria, , , , , , , , matijapetrotnikaut, 
Larkiala,  Dennis, 1477, 4.77, , , FIN, finland, , , , , , , , dennislarkialafin, 
Konno,  Ryushin, 1478, 4.74, , , JPN, japan, , , , , , , , ryushinkonnojpn, 
Uhlmann-Birchmeier,  Leo, 1479, 4.69, , , SUI, switzerland, , , , , , , , leouhlmann-birchmeiersui, 
Schwab,  Leo, 1480, 4.66, , , GER, germany, , , , , , , , leoschwabger, 
Ota,  Shin, 1481, 4.65, , , JPN, japan, , , , , , , , shinotajpn, 
Yonker,  Pierce, 1482, 4.63, , , USA, united states, , , , , , , , pierceyonkerusa, 
Krayer,  Julius, 1483, 4.53, , , SUI, switzerland, , , , , , , , juliuskrayersui, 
Brown,  Jose, 1484, 4.51, , , USA, united states, , , , , , , , josebrownusa, 
Fuchs,  Dominick, 1485, 4.39, , , USA, united states, , , , , , , , dominickfuchsusa, 
Moller,  Robin, 1486, 4.38, , , EST, estonia, , , , , , , , robinmollerest, 
Nashimoto,  Arata, 1487, 4.38, , , JPN, japan, , , , , , , , aratanashimotojpn, 
Schmid,  Gino, 1488, 4.37, , , SUI, switzerland, , , , , , , , ginoschmidsui, 
Paul,  Niklas, 1489, 4.35, , , AUT, austria, , , , , , , , niklaspaulaut, 
Kitamura,  Komei, 1490, 4.34, , , JPN, japan, , , , , , , , komeikitamurajpn, 
Conde,  Jeremias, 1490, 4.34, , , ARG, argentina, , , , , , , , jeremiascondearg, 
Cabaleiro,  David, 1492, 4.32, , , ESP, spain, , , , , , , , davidcabaleiroesp, 
Garcia,  Guillermo, 1493, 4.21, , , ESP, spain, , , , , , , , guillermogarciaesp, 
Charakliev,  Kamen, 1493, 4.21, , , BUL, bul, , , , , , , , kamencharaklievbul, 
Wick,  Nando, 1495, 4.21, , , SUI, switzerland, , , , , , , , nandowicksui, 
Dayton,  James, 1496, 4.19, , , USA, united states, , , , , , , , jamesdaytonusa, 
Alicalas,  Samuel Gabriel, 1497, 4.19, , , CAN, canada, , , , , , , , samuel gabrielalicalascan, 
Vidisson,  Vidir Tristan, 1497, 4.19, , , ISL, iceland, , , , , , , , vidir tristanvidissonisl, 
Bauer,  Moritz, 1499, 4.18, , , GER, germany, , , , , , , , moritzbauerger, 
Goldau,  Paul, 1500, 4.15, , , GER, germany, , , , , , , , paulgoldauger, 
Hioki,  Hiroshi, 1501, 4.11, , , JPN, japan, , , , , , , , hiroshihiokijpn, 
Wyatt,  Ryland, 1502, 4.09, , , CAN, canada, , , , , , , , rylandwyattcan, 
Wenedig,  Markus, 1502, 4.09, , , AUT, austria, , , , , , , , markuswenedigaut, 
Vetorazzi,  Luka, 1504, 4.06, , , AUT, austria, , , , , , , , lukavetorazziaut, 
Martins,  Edi, 1505, 4.05, , , POR, por, , , , , , , , edimartinspor, 
Nagasawa,  Yusuke, 1506, 4.03, , , JPN, japan, , , , , , , , yusukenagasawajpn, 
Chisholm,  Nolan, 1507, 3.97, , , CAN, canada, , , , , , , , nolanchisholmcan, 
Arshinov,  Platon, 1507, 3.97, , , RUS, russian federation, , , , , , , , platonarshinovrus, 
Sang,  Martin, 1509, 3.93, , , FIN, finland, , , , , , , , martinsangfin, 
Neshkin,  Nikita, 1510, 3.92, , , RUS, russian federation, , , , , , , , nikitaneshkinrus, 
Hofbauer,  Dominik, 1511, 3.91, , , GER, germany, , , , , , , , dominikhofbauerger, 
Pereira Azevedo,  Rafael, 1512, 3.88, , , SUI, switzerland, , , , , , , , rafaelpereira azevedosui, 
England,  Tyler, 1513, 3.87, , , USA, united states, , , , , , , , tylerenglandusa, 
Marchalle-Mix,  Damien, 1514, 3.85, , , CAN, canada, , , , , , , , damienmarchalle-mixcan, 
Cuperlier,  Nicolas, 1515, 3.83, , , FRA, france, , , , , , , , nicolascuperlierfra, 
Sveinsson,  David Snaer, 1516, 3.81, , , ISL, iceland, , , , , , , , david snaersveinssonisl, 
Hou,  Yaowen, 1517, 3.78, , , CHN, china, , , , , , , , yaowenhouchn, 
Kawakami,  Daishi, 1518, 3.75, , , JPN, japan, , , , , , , , daishikawakamijpn, 
Beck,  Jacob, 1519, 3.75, , , CAN, canada, , , , , , , , jacobbeckcan, 
Golland,  Carlo Caetano, 1520, 3.72, , , SUI, switzerland, , , , , , , , carlo caetanogollandsui, 
Schwartz,  Bentley, 1521, 3.7, , 9, CAN, canada, , , , , , , , bentleyschwartzcan, 
Drechsler,  Carl Maria, 1522, 3.63, , , GER, germany, , , , , , , , carl mariadrechslerger, 
Kiefer,  Jamie, 1523, 3.61, , , SUI, switzerland, , , , , , , , jamiekiefersui, 
Steindle,  Kanua, 1524, 3.56, , , GER, germany, , , , , , , , kanuasteindleger, 
Darms,  Fynn, 1524, 3.56, , , SUI, switzerland, , , , , , , , fynndarmssui, 
Tokura,  Ryunosuke, 1524, 3.56, , , JPN, japan, , , , , , , , ryunosuketokurajpn, 
Michaleski,  Jackson, 1527, 3.55, , 14, CAN, canada, , , , , , , , jacksonmichaleskican, 
Palmiter,  Huck, 1528, 3.54, , , USA, united states, , , , , , , , huckpalmiterusa, 
Kushima,  Nobumasa, 1529, 3.41, , , JPN, japan, , , , , , , , nobumasakushimajpn, 
Kreuzeder,  Jarko, 1530, 3.4, , , GER, germany, , , , , , , , jarkokreuzederger, 
Markelji,  Tit, 1531, 3.36, , , AUT, austria, , , , , , , , titmarkeljiaut, 
Maekawa,  Yu, 1532, 3.24, , , JPN, japan, , , , , , , , yumaekawajpn, 
Fidalgo Dias,  Rafael, 1532, 3.24, , , POR, por, , , , , , , , rafaelfidalgo diaspor, 
Stroker,  Elijah, 1534, 3.22, , , USA, united states, , , , , , , , elijahstrokerusa, 
Tamura,  Junichi, 1535, 3.16, , , JPN, japan, , , , , , , , junichitamurajpn, 
Einarsson,  Anton Gudni, 1536, 3.13, , , ISL, iceland, , , , , , , , anton gudnieinarssonisl, 
Rormark,  Bertil, 1537, 3.12, , , NOR, norway, , , , , , , , bertilrormarknor, 
Visuri,  Teemu, 1538, 3.12, , , FIN, finland, , , , , , , , teemuvisurifin, 
Schroeter,  Luc, 1539, 3.07, , , SUI, switzerland, , , , , , , , lucschroetersui, 
Ostergaard,  Maximilian, 1540, 3.03, , , DEN, den, , , , , , , , maximilianostergaardden, 
Veitch,  Kai, 1541, 2.94, , , CAN, canada, , , , , , , , kaiveitchcan, 
Klingsporn,  Lukas, 1542, 2.93, , , GER, germany, , , , , , , , lukasklingspornger, 
Feldbauer,  Jacob, 1543, 2.92, , , USA, united states, , , , , , , , jacobfeldbauerusa, 
Bollag,  Evan, 1544, 2.91, , , SUI, switzerland, , , , , , , , evanbollagsui, 
Ranieri-Tenti,  Ludovico, 1545, 2.9, , , ITA, italy, , , , , , , , ludovicoranieri-tentiita, 
Hilton,  Iorath, 1545, 2.9, , , GBR, united kingdom, , , , , , , , iorathhiltongbr, 
Baksevicius,  Gabrielius, 1545, 2.9, , , LTU, lithuania, , , , , , , , gabrieliusbakseviciusltu, 
Soukup,  Jan, 1545, 2.9, , , CZE, czech republic, , , , , , , , jansoukupcze, 
Rinehart,  Kaias, 1549, 2.9, , , USA, united states, , , , , , , , kaiasrinehartusa, 
Lemarignier,  Louis, 1550, 2.86, , , AND, andorra, , , , , , , , louislemarignierand, 
Brakonier,  Noah, 1551, 2.84, , , AUT, austria, , , , , , , , noahbrakonieraut, 
Oka,  Kotaro, 1552, 2.79, , , JPN, japan, , , , , , , , kotarookajpn, 
Pittman,  Ethan, 1553, 2.78, , , CAN, canada, , , , , , , , ethanpittmancan, 
Suzuki,  Yosuke, 1553, 2.78, , , JPN, japan, , , , , , , , yosukesuzukijpn, 
Ranzoni,  Andri, 1555, 2.75, , , SUI, switzerland, , , , , , , , andriranzonisui, 
Hesselink,  Thomas, 1556, 2.73, , , NED, ned, , , , , , , , thomashesselinkned, 
Aita,  Stefano, 1557, 2.69, , , AUT, austria, , , , , , , , stefanoaitaaut, 
Porte Ruiz,  Ian, 1557, 2.69, , , AND, andorra, , , , , , , , ianporte ruizand, 
MacNeil,  Liam, 1557, 2.69, , , CAN, canada, , , , , , , , liammacneilcan, 
Giess,  Austin, 1560, 2.67, , , AUT, austria, , , , , , , , austingiessaut, 
Gipiskis,  Jonas, 1561, 2.63, , , LTU, lithuania, , , , , , , , jonasgipiskisltu, 
Bischofsberger,  Andri, 1562, 2.59, , , SUI, switzerland, , , , , , , , andribischofsbergersui, 
Casey,  Zach, 1563, 2.57, , , USA, united states, , , , , , , , zachcaseyusa, 
Rothenbühler,  Luca, 1564, 2.55, , , SUI, switzerland, , , , , , , , lucarothenbühlersui, 
Pilon,  Adam, 1565, 2.53, , , USA, united states, , , , , , , , adampilonusa, 
Kanno,  Hiroka, 1566, 2.46, , , JPN, japan, , , , , , , , hirokakannojpn, 
Davidson,  Cohen, 1567, 2.44, , 14, CAN, canada, , , , , , , , cohendavidsoncan, 
Steiger,  Otto, 1568, 2.43, , , GBR, united kingdom, , , , , , , , ottosteigergbr, 
Marcelli,  Matteo, 1569, 2.42, , , ITA, italy, , , , , , , , matteomarcelliita, 
Nyvelt,  Nico, 1569, 2.42, , , AUT, austria, , , , , , , , niconyveltaut, 
Del Rue,  Nathan, 1571, 2.37, , , FRA, france, , , , , , , , nathandel ruefra, 
Petkevicus,  Rytas, 1572, 2.34, , , CAN, canada, , , , , , , , rytaspetkevicuscan, 
Hynynen,  Roope, 1573, 2.32, , , FIN, finland, , , , , , , , roopehynynenfin, 
Polke,  Moritz, 1574, 2.3, , , GER, germany, , , , , , , , moritzpolkeger, 
Yan,  Chuan, 1575, 2.29, , , CHN, china, , , , , , , , chuanyanchn, 
Fischer,  Cedric, 1576, 2.27, , , SUI, switzerland, , , , , , , , cedricfischersui, 
Davidson,  Zander, 1577, 2.25, , , USA, united states, , , , , , , , zanderdavidsonusa, 
Nakagawa,  Toma, 1578, 2.17, , , JPN, japan, , , , , , , , tomanakagawajpn, 
Barandun,  Ilja, 1579, 2.1, , , SUI, switzerland, , , , , , , , iljabarandunsui, 
Viktorsson,  Viktor Franklin, 1580, 2.08, , , ISL, iceland, , , , , , , , viktor franklinviktorssonisl, 
Ringdorfer,  Marco, 1580, 2.08, , , AUT, austria, , , , , , , , marcoringdorferaut, 
Romero,  Francisco, 1580, 2.08, , , ESP, spain, , , , , , , , franciscoromeroesp, 
Aurell,  Matous, 1583, 2.05, , , CZE, czech republic, , , , , , , , matousaurellcze, 
Rondepierre,  Malo, 1584, 2.01, , , FRA, france, , , , , , , , malorondepierrefra, 
Giess,  Miles, 1585, 1.99, , , AUT, austria, , , , , , , , milesgiessaut, 
Pfister,  Joel, 1586, 1.94, , , SUI, switzerland, , , , , , , , joelpfistersui, 
Egle,  Vyacheslav, 1587, 1.94, , , RUS, russian federation, , , , , , , , vyacheslaveglerus, 
Polatty,  Brenner, 1588, 1.93, , , USA, united states, , , , , , , , brennerpolattyusa, 
Kanazashi,  Daisuke, 1589, 1.91, , , JPN, japan, , , , , , , , daisukekanazashijpn, 
Cervos,  Oriol, 1590, 1.9, , , ESP, spain, , , , , , , , oriolcervosesp, 
Moteki,  Tomohiko, 1591, 1.86, , , JPN, japan, , , , , , , , tomohikomotekijpn, 
Brandl,  Matteo, 1592, 1.84, , , GER, germany, , , , , , , , matteobrandlger, 
Bishop,  Max, 1593, 1.83, , , CAN, canada, , , , , , , , maxbishopcan, 
Brett,  Eli, 1594, 1.82, , 11, CAN, canada, , , , , , , , elibrettcan, 
Keizer,  Tibbe, 1595, 1.81, , , NED, ned, , , , , , , , tibbekeizerned, 
Lee,  Aiden, 1596, 1.79, , 13, CAN, canada, , , , , , , , aidenleecan, 
Graf,  Vincent, 1597, 1.78, , , SUI, switzerland, , , , , , , , vincentgrafsui, 
Binggeli,  Nik, 1598, 1.78, , , SUI, switzerland, , , , , , , , nikbinggelisui, 
Gronlund,  Olav, 1599, 1.77, , , NOR, norway, , , , , , , , olavgronlundnor, 
Murayama,  Tomoya, 1599, 1.77, , , JPN, japan, , , , , , , , tomoyamurayamajpn, 
Solberg,  Sindre, 1599, 1.77, , , NOR, norway, , , , , , , , sindresolbergnor, 
Veitch,  Ethan, 1602, 1.75, , , CAN, canada, , , , , , , , ethanveitchcan, 
MacHicao,  Lorenzo, 1603, 1.7, , , CHI, chi, , , , , , , , lorenzomachicaochi, 
TALBOT-JONES,  Jonathan, 1604, 1.65, , , CAN, canada, , , , , , , , jonathantalbot-jonescan, 
Sato,  Kenta, 1605, 1.64, , , JPN, japan, , , , , , , , kentasatojpn, 
Oehler,  Finn, 1606, 1.62, , , SUI, switzerland, , , , , , , , finnoehlersui, 
Isaacs,  Rogan, 1607, 1.61, , , USA, united states, , , , , , , , roganisaacsusa, 
Gower,  Brett, 1608, 1.6, , , CAN, canada, , , , , , , , brettgowercan, 
Shilwari,  Inam, 1609, 1.56, , , NOR, norway, , , , , , , , inamshilwarinor, 
Maaninka,  Tuukka, 1610, 1.54, , , FIN, finland, , , , , , , , tuukkamaaninkafin, 
Harrell,  Nathan, 1611, 1.53, , , USA, united states, , , , , , , , nathanharrellusa, 
Nang,  Kanel, 1612, 1.46, , , USA, united states, , , , , , , , kanelnangusa, 
Van De Langenberg,  Elijah, 1613, 1.46, , , NED, ned, , , , , , , , elijahvan de langenbergned, 
Sullivan,  Thadeus, 1614, 1.45, , , USA, united states, , , , , , , , thadeussullivanusa, 
Aloy,  Teiva, 1615, 1.42, , , FRA, france, , , , , , , , teivaaloyfra, 
Babilon,  David, 1616, 1.38, , , GER, germany, , , , , , , , davidbabilonger, 
Paracka,  Tobias, 1617, 1.37, , , SVK, slovakia, , , , , , , , tobiasparackasvk, 
Ohashi,  Kaito, 1618, 1.37, , , JPN, japan, , , , , , , , kaitoohashijpn, 
Vosahlo,  Jakub, 1618, 1.37, , , CZE, czech republic, , , , , , , , jakubvosahlocze, 
Garvila,  Vietar, 1620, 1.32, , , AUT, austria, , , , , , , , vietargarvilaaut, 
Fisher,  Ben, 1620, 1.32, , , CAN, canada, , , , , , , , benfishercan, 
Brandner,  Michael, 1622, 1.32, , , AUT, austria, , , , , , , , michaelbrandneraut, 
Caprez,  Mauro, 1623, 1.29, , , SUI, switzerland, , , , , , , , maurocaprezsui, 
Grummer,  Chance, 1624, 1.28, , , USA, united states, , , , , , , , chancegrummerusa, 
Andrason,  Hilmar Pall, 1625, 1.26, , , ISL, iceland, , , , , , , , hilmar pallandrasonisl, 
Stojchevski,  Hristijan, 1625, 1.26, , , MKD, macedonia, , , , , , , , hristijanstojchevskimkd, 
Ishida,  Takuya, 1627, 1.24, , , JPN, japan, , , , , , , , takuyaishidajpn, 
Takada,  Yoshitaka, 1628, 1.22, , , JPN, japan, , , , , , , , yoshitakatakadajpn, 
Lane,  Terry, 1629, 1.21, , 9, CAN, canada, , , , , , , , terrylanecan, 
Nigro,  Alessandro, 1630, 1.21, , , ITA, italy, , , , , , , , alessandronigroita, 
Whitaker,  Lucas, 1631, 1.16, , 13, CAN, canada, , , , , , , , lucaswhitakercan, 
Pearse,  Ben, 1632, 1.16, , 19, CAN, canada, , , , , , , , benpearsecan, 
Caduff,  Silas Mael, 1633, 1.13, , , SUI, switzerland, , , , , , , , silas maelcaduffsui, 
Lodjinovic,  Veljko, 1634, 1.12, , , SRB, serbia, , , , , , , , veljkolodjinovicsrb, 
Rizzi,  Giovanni, 1635, 1.05, , , SUI, switzerland, , , , , , , , giovannirizzisui, 
