lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter 
Gerard,  Redmond, 1, 882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, United States, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , 
Lake,  Joey, 1345, 7.95, , , CAN, Canada, , , , , , , , , , 
Sumitani,  Ryota, 1345, 7.95, , , JPN, Japan, , , , , , , , , , 
Ruckstuhl,  Noa, 1347, 7.93, , , SUI, Switzerland, , , , , , , , , , 
Aibe,  Takashi, 1348, 7.91, , , JPN, Japan, , , , , , , , , , 
Flones,  Sindre, 1349, 7.87, , , NOR, Norway, , , , , , , , , , 
Dotson,  Aiden, 1349, 7.87, , , USA, United States, , , , , , , , , , 
Henschel,  Ian, 1351, 7.87, , , USA, United States, , , , , , , , , , 
Usami,  Keisuke, 1352, 7.85, , , JPN, Japan, , , , , , , , , , 
Tulp,  Tate, 1352, 7.85, , , USA, United States, , , , , , , , , , 
Hachemeyer,  Julius, 1354, 7.84, , , AUT, Austria, , , , , , , , , , 
Lane,  Mickey, 1355, 7.8, , , CAN, Canada, , , , , , , , , , 
Koeppe,  Shane, 1356, 7.8, , , USA, United States, , , , , , , , , , 
Belianski,  Mark, 1357, 7.79, , , USA, United States, , , , , , , , , , 
Knöpfel,  Matteo, 1358, 7.77, , , SUI, Switzerland, , , , , , , , , , 
Tanaka,  Shimon, 1359, 7.69, , , JPN, Japan, , , , , , , , , , 
Thoreson,  Hayden, 1360, 7.66, , , USA, United States, , , , , , , , , , 
Cahill,  Eddie, 1361, 7.61, , , SUI, Switzerland, , , , , , , , , , 
Walli,  Jonas, 1362, 7.57, , , AUT, Austria, , , , , , , , , , 
Krauer,  Moritz, 1363, 7.53, , , SUI, Switzerland, , , , , , , , , , 
Tomita,  Riku, 1364, 7.52, , , JPN, Japan, , , , , , , , , , 
Kubick,  Everest, 1365, 7.5, , , USA, United States, , , , , , , , , , 
Vogrin,  Jan, 1366, 7.49, , , SLO, SLO, , , , , , , , , , 
Knöri,  Morris, 1367, 7.44, , , SUI, Switzerland, , , , , , , , , , 
Nomura,  Kosei, 1368, 7.43, , , JPN, Japan, , , , , , , , , , 
Visuri,  Lauri, 1369, 7.43, , , FIN, Finland, , , , , , , , , , 
De San Jose,  Inigo, 1370, 7.42, , , ESP, Spain, , , , , , , , , , 
Carocci,  Manuel, 1371, 7.41, , , ITA, Italy, , , , , , , , , , 
Johannsson,  Eli Smari, 1372, 7.4, , , ISL, Iceland, , , , , , , , , , 
Meijers,  Luc, 1373, 7.33, , , NED, NED, , , , , , , , , , 
Pitha,  Tomas, 1374, 7.29, , , CZE, Czech Republic, , , , , , , , , , 
Schneider,  Max, 1375, 7.28, , , SUI, Switzerland, , , , , , , , , , 
Chida,  Naoki, 1376, 7.19, , , JPN, Japan, , , , , , , , , , 
McCarty,  Stephen, 1377, 7.16, , , USA, United States, , , , , , , , , , 
Squires,  Lincoln, 1378, 7.16, , , CAN, Canada, , , , , , , , , , 
Goto,  Shinichi, 1379, 7.15, , , JPN, Japan, , , , , , , , , , 
Ono,  Shu, 1380, 7.15, , , JPN, Japan, , , , , , , , , , 
Revelat,  Mathias, 1381, 7.14, , , FRA, France, , , , , , , , , , 
Sayers,  Kieran, 1382, 7.14, , , CAN, Canada, , , , , , , , , , 
Ledergerber,  Finn, 1383, 7.12, , , SUI, Switzerland, , , , , , , , , , 
Ternelisnig,  Alexander, 1384, 7.08, , , AUT, Austria, , , , , , , , , , 
Livonen,  Martti, 1385, 7.0, , , FIN, Finland, , , , , , , , , , 
Uhlmann-Birchmeier,  Paul, 1386, 6.96, , , SUI, Switzerland, , , , , , , , , , 
Seixas,  Carlos, 1386, 6.96, , , POR, POR, , , , , , , , , , 
Di Matteo,  Emanuele, 1388, 6.89, , , ITA, Italy, , , , , , , , , , 
Aurell,  Filip, 1388, 6.89, , , CZE, Czech Republic, , , , , , , , , , 
Soto,  Adria, 1390, 6.88, , , ESP, Spain, , , , , , , , , , 
Koyama,  Kazuya, 1391, 6.87, , , JPN, Japan, , , , , , , , , , 
Kondratskyi,  Yevhen, 1392, 6.85, , , UKR, Ukraine, , , , , , , , , , 
Lopez,  Enzo Maximiliano, 1392, 6.85, , , ARG, Argentina, , , , , , , , , , 
MacDonald,  Caleb, 1394, 6.84, , , CAN, Canada, , , , , , , , , , 
Brack,  Ethan, 1395, 6.82, , , USA, United States, , , , , , , , , , 
Ott,  Eric, 1396, 6.8, , , GER, Germany, , , , , , , , , , 
Winnem Nestegaard,  Emil, 1397, 6.76, , , NOR, Norway, , , , , , , , , , 
Greenblatt,  Joseph, 1398, 6.72, , , USA, United States, , , , , , , , , , 
Benedek,  Toth, 1399, 6.67, , , HUN, Hungary, , , , , , , , , , 
Babilon,  Felix, 1400, 6.65, , , GER, Germany, , , , , , , , , , 
Lang,  Tim, 1401, 6.63, , , SUI, Switzerland, , , , , , , , , , 
Barth,  Ivan, 1402, 6.6, , , ARG, Argentina, , , , , , , , , , 
Yanagi,  Kokoro, 1403, 6.59, , , JPN, Japan, , , , , , , , , , 
Jurva,  Tuukka, 1404, 6.51, , , FIN, Finland, , , , , , , , , , 
Ito,  Sena, 1405, 6.49, , , JPN, Japan, , , , , , , , , , 
Gibbs,  Kaleb, 1406, 6.49, , , USA, United States, , , , , , , , , , 
Platz,  Phileas, 1407, 6.47, , , CAN, Canada, , , , , , , , , , 
Itokawa,  Kohei, 1408, 6.47, , , JPN, Japan, , , , , , , , , , 
Cordova,  Alfonso, 1409, 6.41, , , ISL, Iceland, , , , , , , , , , 
Neugebauer,  Leon, 1410, 6.39, , , AUT, Austria, , , , , , , , , , 
Tahara,  Hoshun, 1411, 6.39, , , JPN, Japan, , , , , , , , , , 
Kurbis,  Riley, 1412, 6.36, , , CAN, Canada, , , , , , , , , , 
Lorenzo,  Lluc, 1413, 6.35, , , ESP, Spain, , , , , , , , , , 
Fitze,  Luan, 1414, 6.31, , , SUI, Switzerland, , , , , , , , , , 
Bye,  Aksel, 1415, 6.28, , , NOR, Norway, , , , , , , , , , 
Kobori,  Takayuki, 1416, 6.23, , , JPN, Japan, , , , , , , , , , 
Oostdijk,  Mees, 1417, 6.23, , , NED, NED, , , , , , , , , , 
Lyman,  Benjamin, 1418, 6.16, , , USA, United States, , , , , , , , , , 
Shelton,  Andrew, 1419, 6.15, , , USA, United States, , , , , , , , , , 
Castelluccia,  Edoardo, 1420, 6.14, , , ITA, Italy, , , , , , , , , , 
Jones,  Cooper, 1421, 6.11, , , USA, United States, , , , , , , , , , 
Thieffenat,  Tim, 1422, 6.1, , , FRA, France, , , , , , , , , , 
Connell,  Nicolas, 1423, 6.08, , , CAN, Canada, , , , , , , , , , 
Erb,  Maxime, 1424, 5.99, , , SUI, Switzerland, , , , , , , , , , 
Erkaev,  Konstantin, 1425, 5.95, , , RUS, Russian Federation, , , , , , , , , , 
Cigovski,  Maksim, 1426, 5.94, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Small,  Jakob, 1427, 5.93, , , USA, United States, , , , , , , , , , 
Namba,  Mahato, 1428, 5.91, , , JPN, Japan, , , , , , , , , , 
Tanaka,  Mikiya, 1429, 5.9, , , JPN, Japan, , , , , , , , , , 
Tauk,  Nafez, 1430, 5.89, , , LIB, , , , , , , , , , , 
Orsag,  Pavel, 1430, 5.89, , , CZE, Czech Republic, , , , , , , , , , 
Clavel,  Michael, 1430, 5.89, , , ITA, Italy, , , , , , , , , , 
Bodrug,  Nicholas, 1433, 5.87, , , USA, United States, , , , , , , , , , 
Roig,  Eric, 1434, 5.83, , , ESP, Spain, , , , , , , , , , 
Kohl,  Oscar Maria, 1435, 5.83, , , SUI, Switzerland, , , , , , , , , , 
Bayer,  Blake, 1435, 5.83, , , USA, United States, , , , , , , , , , 
Marzelouski,  Pablo, 1437, 5.79, , , ESP, Spain, , , , , , , , , , 
Yoshida,  Kota, 1438, 5.77, , , JPN, Japan, , , , , , , , , , 
Nomura,  Koji, 1439, 5.76, , , JPN, Japan, , , , , , , , , , 
Kiyota,  Kenshin, 1440, 5.69, , , JPN, Japan, , , , , , , , , , 
Melanson,  Ethan, 1441, 5.68, , , CAN, Canada, , , , , , , , , , 
Felix,  Nico, 1442, 5.66, , , SUI, Switzerland, , , , , , , , , , 
Fuksik,  Jakob, 1443, 5.64, , , GER, Germany, , , , , , , , , , 
Rutonen,  Osku, 1444, 5.63, , , FIN, Finland, , , , , , , , , , 
Tributsch,  David, 1445, 5.55, , , AUT, Austria, , , , , , , , , , 
Stanek,  Jarek, 1446, 5.55, , , FIN, Finland, , , , , , , , , , 
Roeoesli,  Mattia, 1447, 5.53, , , SUI, Switzerland, , , , , , , , , , 
Ranninger,  Mario, 1448, 5.51, , , AUT, Austria, , , , , , , , , , 
Müller,  Max, 1449, 5.5, , , SUI, Switzerland, , , , , , , , , , 
Voegtle,  Declan, 1450, 5.5, , , USA, United States, , , , , , , , , , 
Hatano,  Shoma, 1451, 5.48, , , JPN, Japan, , , , , , , , , , 
Ewasllo,  Owen, 1452, 5.42, , , CAN, Canada, , , , , , , , , , 
Charron,  Owen, 1453, 5.37, , , CAN, Canada, , , , , , , , , , 
Bottcher,  Thore, 1454, 5.35, , , NOR, Norway, , , , , , , , , , 
Huber,  Luc, 1455, 5.34, , , SUI, Switzerland, , , , , , , , , , 
Brillet,  Leon, 1456, 5.32, , , FRA, France, , , , , , , , , , 
Negishi,  Ryota, 1457, 5.28, , , JPN, Japan, , , , , , , , , , 
Stefansson,  Stefan Solvi, 1458, 5.25, , , ISL, Iceland, , , , , , , , , , 
Haberzettl,  Vincent, 1459, 5.18, , , SUI, Switzerland, , , , , , , , , , 
Knight,  Jacob, 1460, 5.17, , , USA, United States, , , , , , , , , , 
Heser,  Leander, 1461, 5.15, , , GER, Germany, , , , , , , , , , 
Thorleifsson,  Asgeir Thor, 1462, 5.11, , , ISL, Iceland, , , , , , , , , , 
Arahira,  Rei, 1463, 5.08, , , JPN, Japan, , , , , , , , , , 
Fritz,  Leo Angelo, 1464, 5.07, , , NOR, Norway, , , , , , , , , , 
Laminie,  Theo, 1464, 5.07, , , FRA, France, , , , , , , , , , 
Melanson,  Rodden, 1466, 5.0, , , CAN, Canada, , , , , , , , , , 
Kimoto,  Tatsuya, 1467, 4.97, , , JPN, Japan, , , , , , , , , , 
Mooser,  Maximilian, 1468, 4.9, , , GER, Germany, , , , , , , , , , 
Montefusco,  Federico, 1469, 4.89, , , ITA, Italy, , , , , , , , , , 
Kroell,  Lukas, 1470, 4.87, , , AUT, Austria, , , , , , , , , , 
Lamon,  Lucien, 1470, 4.87, , , SUI, Switzerland, , , , , , , , , , 
Derungs,  Laurin, 1472, 4.85, , , SUI, Switzerland, , , , , , , , , , 
Damiano,  Boomer, 1473, 4.84, , , USA, United States, , , , , , , , , , 
Garcia,  Manel, 1474, 4.82, , , AND, Andorra, , , , , , , , , , 
Petrotnik,  Matija, 1475, 4.78, , , AUT, Austria, , , , , , , , , , 
Larkiala,  Dennis, 1476, 4.77, , , FIN, Finland, , , , , , , , , , 
Konno,  Ryushin, 1477, 4.74, , , JPN, Japan, , , , , , , , , , 
Uhlmann-Birchmeier,  Leo, 1478, 4.69, , , SUI, Switzerland, , , , , , , , , , 
Schwab,  Leo, 1479, 4.66, , , GER, Germany, , , , , , , , , , 
Ota,  Shin, 1480, 4.65, , , JPN, Japan, , , , , , , , , , 
Yonker,  Pierce, 1481, 4.63, , , USA, United States, , , , , , , , , , 
Krayer,  Julius, 1482, 4.53, , , SUI, Switzerland, , , , , , , , , , 
Brown,  Jose, 1483, 4.51, , , USA, United States, , , , , , , , , , 
Fuchs,  Dominick, 1484, 4.39, , , USA, United States, , , , , , , , , , 
Moller,  Robin, 1485, 4.38, , , EST, Estonia, , , , , , , , , , 
Nashimoto,  Arata, 1486, 4.38, , , JPN, Japan, , , , , , , , , , 
Schmid,  Gino, 1487, 4.37, , , SUI, Switzerland, , , , , , , , , , 
Paul,  Niklas, 1488, 4.35, , , AUT, Austria, , , , , , , , , , 
Kitamura,  Komei, 1489, 4.34, , , JPN, Japan, , , , , , , , , , 
Conde,  Jeremias, 1489, 4.34, , , ARG, Argentina, , , , , , , , , , 
Cabaleiro,  David, 1491, 4.32, , , ESP, Spain, , , , , , , , , , 
Garcia,  Guillermo, 1492, 4.21, , , ESP, Spain, , , , , , , , , , 
Charakliev,  Kamen, 1492, 4.21, , , BUL, BUL, , , , , , , , , , 
Wick,  Nando, 1494, 4.21, , , SUI, Switzerland, , , , , , , , , , 
Dayton,  James, 1495, 4.19, , , USA, United States, , , , , , , , , , 
Alicalas,  Samuel Gabriel, 1496, 4.19, , , CAN, Canada, , , , , , , , , , 
Vidisson,  Vidir Tristan, 1496, 4.19, , , ISL, Iceland, , , , , , , , , , 
Bauer,  Moritz, 1498, 4.18, , , GER, Germany, , , , , , , , , , 
Goldau,  Paul, 1499, 4.15, , , GER, Germany, , , , , , , , , , 
Hioki,  Hiroshi, 1500, 4.11, , , JPN, Japan, , , , , , , , , , 
Wyatt,  Ryland, 1501, 4.09, , , CAN, Canada, , , , , , , , , , 
Wenedig,  Markus, 1501, 4.09, , , AUT, Austria, , , , , , , , , , 
Vetorazzi,  Luka, 1503, 4.06, , , AUT, Austria, , , , , , , , , , 
Martins,  Edi, 1504, 4.05, , , POR, POR, , , , , , , , , , 
Nagasawa,  Yusuke, 1505, 4.03, , , JPN, Japan, , , , , , , , , , 
Chisholm,  Nolan, 1506, 3.97, , , CAN, Canada, , , , , , , , , , 
Arshinov,  Platon, 1506, 3.97, , , RUS, Russian Federation, , , , , , , , , , 
Sang,  Martin, 1508, 3.93, , , FIN, Finland, , , , , , , , , , 
Neshkin,  Nikita, 1509, 3.92, , , RUS, Russian Federation, , , , , , , , , , 
Hofbauer,  Dominik, 1510, 3.91, , , GER, Germany, , , , , , , , , , 
Pereira Azevedo,  Rafael, 1511, 3.88, , , SUI, Switzerland, , , , , , , , , , 
England,  Tyler, 1512, 3.87, , , USA, United States, , , , , , , , , , 
Marchalle-Mix,  Damien, 1513, 3.85, , , CAN, Canada, , , , , , , , , , 
Cuperlier,  Nicolas, 1514, 3.83, , , FRA, France, , , , , , , , , , 
Sveinsson,  David Snaer, 1515, 3.81, , , ISL, Iceland, , , , , , , , , , 
Hou,  Yaowen, 1516, 3.78, , , CHN, China, , , , , , , , , , 
Kawakami,  Daishi, 1517, 3.75, , , JPN, Japan, , , , , , , , , , 
Beck,  Jacob, 1518, 3.75, , , CAN, Canada, , , , , , , , , , 
Golland,  Carlo Caetano, 1519, 3.72, , , SUI, Switzerland, , , , , , , , , , 
Schwartz,  Bentley, 1520, 3.7, , , CAN, Canada, , , , , , , , , , 
Drechsler,  Carl Maria, 1521, 3.63, , , GER, Germany, , , , , , , , , , 
Kiefer,  Jamie, 1522, 3.61, , , SUI, Switzerland, , , , , , , , , , 
Steindle,  Kanua, 1523, 3.56, , , GER, Germany, , , , , , , , , , 
Darms,  Fynn, 1523, 3.56, , , SUI, Switzerland, , , , , , , , , , 
Tokura,  Ryunosuke, 1523, 3.56, , , JPN, Japan, , , , , , , , , , 
Michaleski,  Jackson, 1526, 3.55, , , CAN, Canada, , , , , , , , , , 
Palmiter,  Huck, 1527, 3.54, , , USA, United States, , , , , , , , , , 
Kushima,  Nobumasa, 1528, 3.41, , , JPN, Japan, , , , , , , , , , 
Kreuzeder,  Jarko, 1529, 3.4, , , GER, Germany, , , , , , , , , , 
Markelji,  Tit, 1530, 3.36, , , AUT, Austria, , , , , , , , , , 
Maekawa,  Yu, 1531, 3.24, , , JPN, Japan, , , , , , , , , , 
Fidalgo Dias,  Rafael, 1531, 3.24, , , POR, POR, , , , , , , , , , 
Stroker,  Elijah, 1533, 3.22, , , USA, United States, , , , , , , , , , 
Tamura,  Junichi, 1534, 3.16, , , JPN, Japan, , , , , , , , , , 
Einarsson,  Anton Gudni, 1535, 3.13, , , ISL, Iceland, , , , , , , , , , 
Rormark,  Bertil, 1536, 3.12, , , NOR, Norway, , , , , , , , , , 
Visuri,  Teemu, 1537, 3.12, , , FIN, Finland, , , , , , , , , , 
Schroeter,  Luc, 1538, 3.07, , , SUI, Switzerland, , , , , , , , , , 
Ostergaard,  Maximilian, 1539, 3.03, , , DEN, DEN, , , , , , , , , , 
Veitch,  Kai, 1540, 2.94, , , CAN, Canada, , , , , , , , , , 
Klingsporn,  Lukas, 1541, 2.93, , , GER, Germany, , , , , , , , , , 
Feldbauer,  Jacob, 1542, 2.92, , , USA, United States, , , , , , , , , , 
Bollag,  Evan, 1543, 2.91, , , SUI, Switzerland, , , , , , , , , , 
Ranieri-Tenti,  Ludovico, 1544, 2.9, , , ITA, Italy, , , , , , , , , , 
Hilton,  Iorath, 1544, 2.9, , , GBR, United Kingdom, , , , , , , , , , 
Baksevicius,  Gabrielius, 1544, 2.9, , , LTU, Lithuania, , , , , , , , , , 
Soukup,  Jan, 1544, 2.9, , , CZE, Czech Republic, , , , , , , , , , 
Rinehart,  Kaias, 1548, 2.9, , , USA, United States, , , , , , , , , , 
Lemarignier,  Louis, 1549, 2.86, , , AND, Andorra, , , , , , , , , , 
Brakonier,  Noah, 1550, 2.84, , , AUT, Austria, , , , , , , , , , 
Oka,  Kotaro, 1551, 2.79, , , JPN, Japan, , , , , , , , , , 
Pittman,  Ethan, 1552, 2.78, , , CAN, Canada, , , , , , , , , , 
Suzuki,  Yosuke, 1552, 2.78, , , JPN, Japan, , , , , , , , , , 
Ranzoni,  Andri, 1554, 2.75, , , SUI, Switzerland, , , , , , , , , , 
Hesselink,  Thomas, 1555, 2.73, , , NED, NED, , , , , , , , , , 
Aita,  Stefano, 1556, 2.69, , , AUT, Austria, , , , , , , , , , 
Porte Ruiz,  Ian, 1556, 2.69, , , AND, Andorra, , , , , , , , , , 
MacNeil,  Liam, 1556, 2.69, , , CAN, Canada, , , , , , , , , , 
Giess,  Austin, 1559, 2.67, , , AUT, Austria, , , , , , , , , , 
Gipiskis,  Jonas, 1560, 2.63, , , LTU, Lithuania, , , , , , , , , , 
Bischofsberger,  Andri, 1561, 2.59, , , SUI, Switzerland, , , , , , , , , , 
Casey,  Zach, 1562, 2.57, , , USA, United States, , , , , , , , , , 
Rothenbühler,  Luca, 1563, 2.55, , , SUI, Switzerland, , , , , , , , , , 
Pilon,  Adam, 1564, 2.53, , , USA, United States, , , , , , , , , , 
Kanno,  Hiroka, 1565, 2.46, , , JPN, Japan, , , , , , , , , , 
Davidson,  Cohen, 1566, 2.44, , , CAN, Canada, , , , , , , , , , 
Steiger,  Otto, 1567, 2.43, , , GBR, United Kingdom, , , , , , , , , , 
Marcelli,  Matteo, 1568, 2.42, , , ITA, Italy, , , , , , , , , , 
Nyvelt,  Nico, 1568, 2.42, , , AUT, Austria, , , , , , , , , , 
Del Rue,  Nathan, 1570, 2.37, , , FRA, France, , , , , , , , , , 
Petkevicus,  Rytas, 1571, 2.34, , , CAN, Canada, , , , , , , , , , 
Hynynen,  Roope, 1572, 2.32, , , FIN, Finland, , , , , , , , , , 
Polke,  Moritz, 1573, 2.3, , , GER, Germany, , , , , , , , , , 
Yan,  Chuan, 1574, 2.29, , , CHN, China, , , , , , , , , , 
Fischer,  Cedric, 1575, 2.27, , , SUI, Switzerland, , , , , , , , , , 
Davidson,  Zander, 1576, 2.25, , , USA, United States, , , , , , , , , , 
Nakagawa,  Toma, 1577, 2.17, , , JPN, Japan, , , , , , , , , , 
Barandun,  Ilja, 1578, 2.1, , , SUI, Switzerland, , , , , , , , , , 
Viktorsson,  Viktor Franklin, 1579, 2.08, , , ISL, Iceland, , , , , , , , , , 
Ringdorfer,  Marco, 1579, 2.08, , , AUT, Austria, , , , , , , , , , 
Romero,  Francisco, 1579, 2.08, , , ESP, Spain, , , , , , , , , , 
Aurell,  Matous, 1582, 2.05, , , CZE, Czech Republic, , , , , , , , , , 
Rondepierre,  Malo, 1583, 2.01, , , FRA, France, , , , , , , , , , 
Giess,  Miles, 1584, 1.99, , , AUT, Austria, , , , , , , , , , 
Pfister,  Joel, 1585, 1.94, , , SUI, Switzerland, , , , , , , , , , 
Egle,  Vyacheslav, 1586, 1.94, , , RUS, Russian Federation, , , , , , , , , , 
Polatty,  Brenner, 1587, 1.93, , , USA, United States, , , , , , , , , , 
Kanazashi,  Daisuke, 1588, 1.91, , , JPN, Japan, , , , , , , , , , 
Cervos,  Oriol, 1589, 1.9, , , ESP, Spain, , , , , , , , , , 
Moteki,  Tomohiko, 1590, 1.86, , , JPN, Japan, , , , , , , , , , 
Brandl,  Matteo, 1591, 1.84, , , GER, Germany, , , , , , , , , , 
Bishop,  Max, 1592, 1.83, , , CAN, Canada, , , , , , , , , , 
Brett,  Eli, 1593, 1.82, , , CAN, Canada, , , , , , , , , , 
Keizer,  Tibbe, 1594, 1.81, , , NED, NED, , , , , , , , , , 
Lee,  Aiden, 1595, 1.79, , , CAN, Canada, , , , , , , , , , 
Graf,  Vincent, 1596, 1.78, , , SUI, Switzerland, , , , , , , , , , 
Binggeli,  Nik, 1597, 1.78, , , SUI, Switzerland, , , , , , , , , , 
Gronlund,  Olav, 1598, 1.77, , , NOR, Norway, , , , , , , , , , 
Murayama,  Tomoya, 1598, 1.77, , , JPN, Japan, , , , , , , , , , 
Solberg,  Sindre, 1598, 1.77, , , NOR, Norway, , , , , , , , , , 
Veitch,  Ethan, 1601, 1.75, , , CAN, Canada, , , , , , , , , , 
MacHicao,  Lorenzo, 1602, 1.7, , , CHI, CHI, , , , , , , , , , 
TALBOT-JONES,  Jonathan, 1603, 1.65, , , CAN, Canada, , , , , , , , , , 
Sato,  Kenta, 1604, 1.64, , , JPN, Japan, , , , , , , , , , 
Oehler,  Finn, 1605, 1.62, , , SUI, Switzerland, , , , , , , , , , 
Isaacs,  Rogan, 1606, 1.61, , , USA, United States, , , , , , , , , , 
Gower,  Brett, 1607, 1.6, , , CAN, Canada, , , , , , , , , , 
Shilwari,  Inam, 1608, 1.56, , , NOR, Norway, , , , , , , , , , 
Maaninka,  Tuukka, 1609, 1.54, , , FIN, Finland, , , , , , , , , , 
Harrell,  Nathan, 1610, 1.53, , , USA, United States, , , , , , , , , , 
Nang,  Kanel, 1611, 1.46, , , USA, United States, , , , , , , , , , 
Van De Langenberg,  Elijah, 1612, 1.46, , , NED, NED, , , , , , , , , , 
Sullivan,  Thadeus, 1613, 1.45, , , USA, United States, , , , , , , , , , 
Aloy,  Teiva, 1614, 1.42, , , FRA, France, , , , , , , , , , 
Babilon,  David, 1615, 1.38, , , GER, Germany, , , , , , , , , , 
Paracka,  Tobias, 1616, 1.37, , , SVK, Slovakia, , , , , , , , , , 
Ohashi,  Kaito, 1617, 1.37, , , JPN, Japan, , , , , , , , , , 
Vosahlo,  Jakub, 1617, 1.37, , , CZE, Czech Republic, , , , , , , , , , 
Garvila,  Vietar, 1619, 1.32, , , AUT, Austria, , , , , , , , , , 
Fisher,  Ben, 1619, 1.32, , , CAN, Canada, , , , , , , , , , 
Brandner,  Michael, 1621, 1.32, , , AUT, Austria, , , , , , , , , , 
Caprez,  Mauro, 1622, 1.29, , , SUI, Switzerland, , , , , , , , , , 
Grummer,  Chance, 1623, 1.28, , , USA, United States, , , , , , , , , , 
Andrason,  Hilmar Pall, 1624, 1.26, , , ISL, Iceland, , , , , , , , , , 
Stojchevski,  Hristijan, 1624, 1.26, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
Ishida,  Takuya, 1626, 1.24, , , JPN, Japan, , , , , , , , , , 
Takada,  Yoshitaka, 1627, 1.22, , , JPN, Japan, , , , , , , , , , 
Lane,  Terry, 1628, 1.21, , , CAN, Canada, , , , , , , , , , 
Nigro,  Alessandro, 1629, 1.21, , , ITA, Italy, , , , , , , , , , 
Whitaker,  Lucas, 1630, 1.16, , , CAN, Canada, , , , , , , , , , 
Pearse,  Ben, 1631, 1.16, , , CAN, Canada, , , , , , , , , , 
Caduff,  Silas Mael, 1632, 1.13, , , SUI, Switzerland, , , , , , , , , , 
Lodjinovic,  Veljko, 1633, 1.12, , , SRB, Serbia, , , , , , , , , , 
Rizzi,  Giovanni, 1634, 1.05, , , SUI, Switzerland, , , , , , , , , , 
Bailly Salin,  Tom, 1635, 1.01, , , FRA, France, , , , , , , , , , 
Seferovic,  Zan, 1636, 0.97, , , GER, Germany, , , , , , , , , , 
Urfer,  Aaron, 1637, 0.97, , , SUI, Switzerland, , , , , , , , , , 
Sierra,  Maximilian, 1638, 0.94, , , USA, United States, , , , , , , , , , 
Svoboda,  Tobias, 1639, 0.94, , , CZE, Czech Republic, , , , , , , , , , 
Tsukuda,  Fumiya, 1640, 0.93, , , JPN, Japan, , , , , , , , , , 
Schmidt,  Felix, 1641, 0.92, , , GER, Germany, , , , , , , , , , 
Yamamoto,  Yuki, 1642, 0.91, , , JPN, Japan, , , , , , , , , , 
Boylan,  Joel, 1642, 0.91, , , CAN, Canada, , , , , , , , , , 
Meiklejohn,  Alistair, 1644, 0.83, , , GBR, United Kingdom, , , , , , , , , , 
Diener,  Arvian, 1645, 0.81, , , SUI, Switzerland, , , , , , , , , , 
Sonoda,  Ko, 1646, 0.79, , , JPN, Japan, , , , , , , , , , 
Vasarainen,  Sami, 1647, 0.76, , , FIN, Finland, , , , , , , , , , 
Proz,  Matey, 1648, 0.68, , , CZE, Czech Republic, , , , , , , , , , 
Rohrmoser,  Mario, 1649, 0.66, , , AUT, Austria, , , , , , , , , , 
Näslund,  Björn, 1650, 0.65, , , SUI, Switzerland, , , , , , , , , , 
Polatty,  Rylan, 1651, 0.64, , , USA, United States, , , , , , , , , , 
Yoshioka,  Seiji, 1652, 0.62, , , JPN, Japan, , , , , , , , , , 
Melanson,  Daeman, 1653, 0.6, , , CAN, Canada, , , , , , , , , , 
Michaleski,  Mathew, 1654, 0.58, , , CAN, Canada, , , , , , , , , , 
Fischer,  Patrice, 1655, 0.49, , , SUI, Switzerland, , , , , , , , , , 
Blasco,  Flavien, 1656, 0.47, , , FRA, France, , , , , , , , , , 
Werner,  Benedikt, 1657, 0.46, , , GER, Germany, , , , , , , , , , 
Lounis,  Tiamé, 1658, 0.32, , , SUI, Switzerland, , , , , , , , , , 
Copeland,  Cain, 1659, 0.32, , , USA, United States, , , , , , , , , , 
Noel,  Maxim, 1660, 0.16, , , FRA, France, , , , , , , , , , 
Whitelaw-Holmes,  Zephyr, 1661, 0.0, , , AUS, Australia, , , , , , , , , , 
