Key,lastName,firstName_nospace, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter ,,,,
HumphreysAsher,Humphreys,Asher,  Asher,1201,11.87, Breckenridge Resort | Burton Snowboards | ,24, USA, United States, Goofy, , Breckenridge, Breckenridge Reosrt, , https://www.facebook.com/asher.humphreys, www.twitter.com/asherhumphreys, , , ,
MathisenMarius,Mathisen,Marius,  Marius,1202,11.85, , , NOR, Norway, , , , , , , , , , ,
PastorManuel,Pastor,Manuel,  Manuel,1203,11.79, , , ESP, Spain, , , , , , , , , , ,
BucherFinn,Bucher,Finn,  Finn,1204,11.75, , , SUI, Switzerland, , , , , , , , , , ,
SoelterGavin,Soelter,Gavin,  Gavin,1205,11.73, , , USA, United States, , , , , , , , , , ,
SofronovVlad,Sofronov,Vlad,  Vlad,1206,11.72, , , UKR, Ukraine, , , , , , , , , , ,
GoepelMax,Goepel,Max,  Max,1207,11.69, , , GER, Germany, , , , , , , , , , ,
HowellFinn,Howell,Finn,  Finn,1208,11.64, , , CAN, Canada, , , , , , , , , , ,
UeharaKankuro,Uehara,Kankuro,  Kankuro,1208,11.64, , , JPN, Japan, , , , , , , , , , ,
KomoriYuya,Komori,Yuya,  Yuya,1210,11.58, , , JPN, Japan, , , , , , , , , , ,
PickardAndrew,Pickard,Andrew,  Andrew,1211,11.57, , , BEL, Belgium, , , , , , , , , , ,
StillVeeti,Still,Veeti,  Veeti,1212,11.55, , , FIN, Finland, , , , , , , , , , ,
KanekoYuta,Kaneko,Yuta,  Yuta,1213,11.5, , , JPN, Japan, , , , , , , , , , ,
BunnellEstin,Bunnell,Estin,  Estin,1214,11.44, , , USA, United States, , , , , , , , , , ,
InagakiShohei,Inagaki,Shohei,  Shohei,1215,11.43, , , JPN, Japan, , , , , , , , , , ,
OzbeyResman,Ozbey,Resman,  Resman,1215,11.43, , , AUT, Austria, , , , , , , , , , ,
AntrayguesZachary,Antraygues,Zachary,  Zachary,1217,11.43, , , FRA, France, , , , , , , , , , ,
EberhardPierin-Andriu,Eberhard,Pierin-Andriu,  Pierin-Andriu,1218,11.39, , , SUI, Switzerland, , , , , , , , , , ,
MoresiRocco,Moresi,Rocco,  Rocco,1219,11.35, , , ITA, Italy, , , , , , , , , , ,
KalendaFilip,Kalenda,Filip,  Filip,1220,11.35, , , CZE, Czech Republic, , , , , , , , , , ,
ChisholmDaniel,Chisholm,Daniel,  Daniel,1221,11.32, , , CAN, Canada, , , , , , , , , , ,
SuggittBrett,Suggitt,Brett,  Brett,1222,11.31, , , CAN, Canada, , , , , , , , , , ,
BordersChase,Borders,Chase,  Chase,1223,11.28, , , USA, United States, , , , , , , , , , ,
FrenchMatthew,French,Matthew,  Matthew,1224,11.25, , , USA, United States, , , , , , , , , , ,
HainoNeo,Haino,Neo,  Neo,1225,11.08, , , JPN, Japan, , , , , , , , , , ,
BelmudesMaxence,Belmudes,Maxence,  Maxence,1226,11.07, , , FRA, France, , , , , , , , , , ,
SomainiDario,Somaini,Dario,  Dario,1227,11.05, , , SUI, Switzerland, , , , , , , , , , ,
HoriRyosuke,Hori,Ryosuke,  Ryosuke,1228,11.04, , , JPN, Japan, , , , , , , , , , ,
KlapalMartin,Klapal,Martin,  Martin,1229,11.01, , , CZE, Czech Republic, , , , , , , , , , ,
MinarovicMathias,Minarovic,Mathias,  Mathias,1230,10.97, , , AUT, Austria, , , , , , , , , , ,
SchellingAlex,Schelling,Alex,  Alex,1231,10.91, , , SUI, Switzerland, , , , , , , , , , ,
NakagawaAmira,Nakagawa,Amira,  Amira,1232,10.89, , , JPN, Japan, , , , , , , , , , ,
JörgMatti,Jörg,Matti,  Matti,1233,10.88, , , SUI, Switzerland, , , , , , , , , , ,
CowanTaitten,Cowan,Taitten,  Taitten,1234,10.85, , , USA, United States, , , , , , , , , , ,
SchneiderleJens,Schneiderle,Jens,  Jens,1234,10.85, , , GER, Germany, , , , , , , , , , ,
NakaiHiroto,Nakai,Hiroto,  Hiroto,1236,10.83, , , JPN, Japan, , , , , , , , , , ,
ReginaKillua,Regina,Killua,  Killua,1237,10.75, , , JPN, Japan, , , , , , , , , , ,
Tunaal WalkerOskar,Tunaal Walker,Oskar,  Oskar,1237,10.75, , , NOR, Norway, , , , , , , , , , ,
KamataShojin,Kamata,Shojin,  Shojin,1239,10.74, , , JPN, Japan, , , , , , , , , , ,
MarteinssonMagnthor Oddur,Marteinsson,Magnthor Oddur,  Magnthor Oddur,1240,10.73, , , ISL, Iceland, , , , , , , , , , ,
HaberzettlJasper,Haberzettl,Jasper,  Jasper,1241,10.71, , , GER, Germany, , , , , , , , , , ,
TasakiShun,Tasaki,Shun,  Shun,1242,10.69, , , JPN, Japan, , , , , , , , , , ,
GustaffsonTim Olof,Gustaffson,Tim Olof,  Tim Olof,1243,10.6, , , NOR, Norway, , , , , , , , , , ,
NetrhJiri,Netrh,Jiri,  Jiri,1244,10.56, , , CZE, Czech Republic, , , , , , , , , , ,
SalkeldFlorin,Salkeld,Florin,  Florin,1245,10.55, , , SUI, Switzerland, , , , , , , , , , ,
HorakPetr,Horak,Petr,  Petr,1246,10.5, DC | Go Pro Cameras | Quiksilver | Union Bindings | ,29, CZE, Czech Republic, Regular, 170cm, Brakov, pindleruv Mlýn, https://www.facebook.com/PetrHorisHorak, Petr Horis Horák, , , , ,
EidssonArnar Smari,Eidsson,Arnar Smari,  Arnar Smari,1247,10.49, , , ISL, Iceland, , , , , , , , , , ,
CoeBrayden,Coe,Brayden,  Brayden,1248,10.45, , , CAN, Canada, , , , , , , , , , ,
SilanderAarre,Silander,Aarre,  Aarre,1249,10.44, , , FIN, Finland, , , , , , , , , , ,
DutyBraden,Duty,Braden,  Braden,1249,10.44, , , USA, United States, , , , , , , , , , ,
GiovanniniFederico,Giovannini,Federico,  Federico,1251,10.43, , , ITA, Italy, , , , , , , , , , ,
BieleNico,Biele,Nico,  Nico,1252,10.38, , , SUI, Switzerland, , , , , , , , , , ,
RobertsonChase,Robertson,Chase,  Chase,1253,10.36, , , CAN, Canada, , , , , , , , , , ,
ZehrenOskar,Zehren,Oskar,  Oskar,1254,10.35, , , USA, United States, , , , , , , , , , ,
DonnellyNeil,Donnelly,Neil,  Neil,1254,10.35, , , USA, United States, , , , , , , , , , ,
AbadliaMarouane,Abadlia,Marouane,  Marouane,1256,10.33, , , FRA, France, , , , , , , , , , ,
TramolayGabriel,Tramolay,Gabriel,  Gabriel,1256,10.33, , , FRA, France, , , , , , , , , , ,
MondaniLucas,Mondani,Lucas,  Lucas,1258,10.22, , , SUI, Switzerland, , , , , , , , , , ,
Aresson SveinunggaardAndres,Aresson Sveinunggaard,Andres,  Andres,1259,10.16, , , NOR, Norway, , , , , , , , , , ,
PeturssonIvan Otri,Petursson,Ivan Otri,  Ivan Otri,1260,10.15, , , ISL, Iceland, , , , , , , , , , ,
RautnerWilli,Rautner,Willi,  Willi,1261,10.11, , , AUT, Austria, , , , , , , , , , ,
SakaguchiHaruyuki,Sakaguchi,Haruyuki,  Haruyuki,1262,10.09, , , JPN, Japan, , , , , , , , , , ,
HasuKoga,Hasu,Koga,  Koga,1263,10.09, , , JPN, Japan, , , , , , , , , , ,
BalmerDia,Balmer,Dia,  Dia,1264,10.05, , , SUI, Switzerland, , , , , , , , , , ,
TownsendPhineas Jet,Townsend,Phineas Jet,  Phineas Jet,1265,10.04, , , USA, United States, , , , , , , , , , ,
CohenAdam,Cohen,Adam,  Adam,1266,10.02, , , CAN, Canada, , , , , , , , , , ,
LatalJiri,Latal,Jiri,  Jiri,1267,10.01, , , CZE, Czech Republic, , , , , , , , , , ,
StrachanAlexander,Strachan,Alexander,  Alexander,1268,9.98, , , USA, United States, , , , , , , , , , ,
SchöndorferKilian,Schöndorfer,Kilian,  Kilian,1269,9.97, , , GER, Germany, , , , , , , , , , ,
Von HurterLudwig,Von Hurter,Ludwig,  Ludwig,1270,9.94, , , GER, Germany, , , , , , , , , , ,
GroeblTobias,Groebl,Tobias,  Tobias,1271,9.91, , , AUT, Austria, , , , , , , , , , ,
MeierFelix,Meier,Felix,  Felix,1272,9.89, , , SUI, Switzerland, , , , , , , , , , ,
KucharskiJacob,Kucharski,Jacob,  Jacob,1273,9.78, , , USA, United States, , , , , , , , , , ,
ShimazakiRei,Shimazaki,Rei,  Rei,1274,9.76, , , JPN, Japan, , , , , , , , , , ,
GrandAntoine,Grand,Antoine,  Antoine,1274,9.76, , , FRA, France, , , , , , , , , , ,
ImperDea Manel,Imper,Dea Manel,  Dea Manel,1276,9.72, , , SUI, Switzerland, , , , , , , , , , ,
SchroederMitchell,Schroeder,Mitchell,  Mitchell,1277,9.65, , , USA, United States, , , , , , , , , , ,
DesjardinsEmmit,Desjardins,Emmit,  Emmit,1278,9.65, , , CAN, Canada, , , , , , , , , , ,
SchroeterGion,Schroeter,Gion,  Gion,1279,9.63, , , SUI, Switzerland, , , , , , , , , , ,
KandlerJulian,Kandler,Julian,  Julian,1280,9.61, , , AUT, Austria, , , , , , , , , , ,
HaukssonBenedikt Snaer,Hauksson,Benedikt Snaer,  Benedikt Snaer,1281,9.6, , , ISL, Iceland, , , , , , , , , , ,
HiguchiTakaya,Higuchi,Takaya,  Takaya,1282,9.56, , , JPN, Japan, , , , , , , , , , ,
RinehartKoen,Rinehart,Koen,  Koen,1282,9.56, , , USA, United States, , , , , , , , , , ,
SchmitzFinn,Schmitz,Finn,  Finn,1284,9.56, , , GER, Germany, , , , , , , , , , ,
KarrerReinhard,Karrer,Reinhard,  Reinhard,1285,9.54, , , AUT, Austria, , , , , , , , , , ,
ZurekKameron,Zurek,Kameron,  Kameron,1286,9.53, , , USA, United States, , , , , , , , , , ,
ThorkelssonNoah,Thorkelsson,Noah,  Noah,1287,9.48, , , NOR, Norway, , , , , , , , , , ,
TanakaKaisei,Tanaka,Kaisei,  Kaisei,1288,9.43, , , JPN, Japan, , , , , , , , , , ,
KauppilaJimi,Kauppila,Jimi,  Jimi,1289,9.38, , , FIN, Finland, , , , , , , , , , ,
RileySawyer,Riley,Sawyer,  Sawyer,1290,9.37, , , USA, United States, , , , , , , , , , ,
HoldenKai,Holden,Kai,  Kai,1291,9.35, , , CAN, Canada, , , , , , , , , , ,
BachmannSeverin,Bachmann,Severin,  Severin,1292,9.31, , , GER, Germany, , , , , , , , , , ,
O NeillOwen,O Neill,Owen,  Owen,1293,9.28, , , USA, United States, , , , , , , , , , ,
GolinczakJohny,Golinczak,Johny,  Johny,1294,9.25, , , POL, Poland, , , , , , , , , , ,
DelignieresEliott,Delignieres,Eliott,  Eliott,1294,9.25, , , FRA, France, , , , , , , , , , ,
UeharaIssei,Uehara,Issei,  Issei,1296,9.21, , , JPN, Japan, , , , , , , , , , ,
TaneBlai,Tane,Blai,  Blai,1297,9.14, , , ESP, Spain, , , , , , , , , , ,
MottyJustin,Motty,Justin,  Justin,1298,9.11, , , CAN, Canada, , , , , , , , , , ,
ZürcherRobin,Zürcher,Robin,  Robin,1299,9.07, , , SUI, Switzerland, , , , , , , , , , ,
KitayamaHakuto,Kitayama,Hakuto,  Hakuto,1300,9.03, , , JPN, Japan, , , , , , , , , , ,
AounGhady,Aoun,Ghady,  Ghady,1301,8.99, , , LIB, , , , , , , , , , , ,
LimontaNiccolo,Limonta,Niccolo,  Niccolo,1301,8.99, , , ITA, Italy, , , , , , , , , , ,
KucirekOndrej,Kucirek,Ondrej,  Ondrej,1301,8.99, , , CZE, Czech Republic, , , , , , , , , , ,
Kristiansen RueUlrich,Kristiansen Rue,Ulrich,  Ulrich,1304,8.95, , , NOR, Norway, , , , , , , , , , ,
StaibRemy,Staib,Remy,  Remy,1305,8.91, , , SUI, Switzerland, , , , , , , , , , ,
M-WilcoxNathan,M-Wilcox,Nathan,  Nathan,1306,8.9, , , CAN, Canada, , , , , , , , , , ,
Santillan AlonsoValentin,Santillan Alonso,Valentin,  Valentin,1307,8.89, , , ARG, Argentina, , , , , , , , , , ,
YasudaSho,Yasuda,Sho,  Sho,1308,8.88, , , JPN, Japan, , , , , , , , , , ,
YanagiharaUta,Yanagihara,Uta,  Uta,1309,8.86, , , JPN, Japan, , , , , , , , , , ,
BachmanQuinn,Bachman,Quinn,  Quinn,1310,8.84, , , CAN, Canada, , , , , , , , , , ,
WoyjeckBrandon,Woyjeck,Brandon,  Brandon,1311,8.83, , , USA, United States, , , , , , , , , , ,
MiyamuraHaku,Miyamura,Haku,  Haku,1312,8.79, , , JPN, Japan, , , , , , , , , , ,
SaraivaLeonardo,Saraiva,Leonardo,  Leonardo,1313,8.74, , , SUI, Switzerland, , , , , , , , , , ,
ColomboFilippo,Colombo,Filippo,  Filippo,1314,8.7, , , ITA, Italy, , , , , , , , , , ,
KarafylliasDrosos,Karafyllias,Drosos,  Drosos,1315,8.69, , , GRE, GRE, , , , , , , , , , ,
PraturionAlberto,Praturion,Alberto,  Alberto,1316,8.67, , , AUT, Austria, , , , , , , , , , ,
RautnikPetro,Rautnik,Petro,  Petro,1316,8.67, , , AUT, Austria, , , , , , , , , , ,
ValdmetsRobin,Valdmets,Robin,  Robin,1318,8.65, , , FIN, Finland, , , , , , , , , , ,
De BoerMaximilian,De Boer,Maximilian,  Maximilian,1318,8.65, , , AUT, Austria, , , , , , , , , , ,
GraikosXenofon,Graikos,Xenofon,  Xenofon,1320,8.64, , , GRE, GRE, , , , , , , , , , ,
MikuniRinto,Mikuni,Rinto,  Rinto,1321,8.58, , , JPN, Japan, , , , , , , , , , ,
MeyerFinley,Meyer,Finley,  Finley,1322,8.58, , , SUI, Switzerland, , , , , , , , , , ,
SeltzerBrady,Seltzer,Brady,  Brady,1323,8.56, , , CAN, Canada, , , , , , , , , , ,
FitzhughRenner,Fitzhugh,Renner,  Renner,1324,8.55, , , USA, United States, , , , , , , , , , ,
JezowiczAlberto,Jezowicz,Alberto,  Alberto,1324,8.55, , , AND, Andorra, , , , , , , , , , ,
OkHo-gwang,Ok,Ho-gwang,  Ho-gwang,1326,8.45, ,22, KOR, Korea, Republic of, Goofy, , , , , , , , , 
HofmannLevin,Hofmann,Levin,  Levin,1327,8.42, , , SUI, Switzerland, , , , , , , , , , ,
LehtinenLuukas,Lehtinen,Luukas,  Luukas,1328,8.38, , , FIN, Finland, , , , , , , , , , ,
PaunonenValtteri,Paunonen,Valtteri,  Valtteri,1329,8.36, ,30, FIN, Finland, , , , , , , , , , ,
BeaulieuEmile,Beaulieu,Emile,  Emile,1330,8.3, , , CAN, Canada, , , , , , , , , , ,
KonishiYoshinori,Konishi,Yoshinori,  Yoshinori,1331,8.29, , , JPN, Japan, , , , , , , , , , ,
BontognaliJamiro,Bontognali,Jamiro,  Jamiro,1332,8.26, , , SUI, Switzerland, , , , , , , , , , ,
TrouskieNicholas,Trouskie,Nicholas,  Nicholas,1333,8.2, , , USA, United States, , , , , , , , , , ,
RodriguezJoaquin,Rodriguez,Joaquin,  Joaquin,1334,8.19, , , ARG, Argentina, , , , , , , , , , ,
TkachuckJacob,Tkachuck,Jacob,  Jacob,1335,8.14, , , CAN, Canada, , , , , , , , , , ,
SkvoznyakovEfim,Skvoznyakov,Efim,  Efim,1336,8.09, , , RUS, Russian Federation, , , , , , , , , , ,
ErbGilberto,Erb,Gilberto,  Gilberto,1336,8.09, , , SUI, Switzerland, , , , , , , , , , ,
YaehataYusei,Yaehata,Yusei,  Yusei,1338,8.03, , , JPN, Japan, , , , , , , , , , ,
YokosawaGodai,Yokosawa,Godai,  Godai,1339,8, , , JPN, Japan, , , , , , , , , , ,
JossenTim,Jossen,Tim,  Tim,1340,7.99, , , SUI, Switzerland, , , , , , , , , , ,
HughesEli,Hughes,Eli,  Eli,1340,7.99, , , NZL, New Zealand, , , , , , , , , , ,
ZamoraMathise,Zamora,Mathise,  Mathise,1342,7.98, , , FRA, France, , , , , , , , , , ,
LakeJoey,Lake,Joey,  Joey,1343,7.95, , , CAN, Canada, , , , , , , , , , ,
SumitaniRyota,Sumitani,Ryota,  Ryota,1343,7.95, , , JPN, Japan, , , , , , , , , , ,
RuckstuhlNoa,Ruckstuhl,Noa,  Noa,1345,7.93, , , SUI, Switzerland, , , , , , , , , , ,
AibeTakashi,Aibe,Takashi,  Takashi,1346,7.91, , , JPN, Japan, , , , , , , , , , ,
FlonesSindre,Flones,Sindre,  Sindre,1347,7.87, , , NOR, Norway, , , , , , , , , , ,
DotsonAiden,Dotson,Aiden,  Aiden,1347,7.87, , , USA, United States, , , , , , , , , , ,
HenschelIan,Henschel,Ian,  Ian,1349,7.87, , , USA, United States, , , , , , , , , , ,
UsamiKeisuke,Usami,Keisuke,  Keisuke,1350,7.85, , , JPN, Japan, , , , , , , , , , ,
TulpTate,Tulp,Tate,  Tate,1350,7.85, , , USA, United States, , , , , , , , , , ,
HachemeyerJulius,Hachemeyer,Julius,  Julius,1352,7.84, , , AUT, Austria, , , , , , , , , , ,
LaneMickey,Lane,Mickey,  Mickey,1353,7.8, , , CAN, Canada, , , , , , , , , , ,
KoeppeShane,Koeppe,Shane,  Shane,1354,7.8, , , USA, United States, , , , , , , , , , ,
BelianskiMark,Belianski,Mark,  Mark,1355,7.79, , , USA, United States, , , , , , , , , , ,
KnöpfelMatteo,Knöpfel,Matteo,  Matteo,1356,7.77, , , SUI, Switzerland, , , , , , , , , , ,
TanakaShimon,Tanaka,Shimon,  Shimon,1357,7.69, , , JPN, Japan, , , , , , , , , , ,
ThoresonHayden,Thoreson,Hayden,  Hayden,1358,7.66, , , USA, United States, , , , , , , , , , ,
CahillEddie,Cahill,Eddie,  Eddie,1359,7.61, , , SUI, Switzerland, , , , , , , , , , ,
WalliJonas,Walli,Jonas,  Jonas,1360,7.57, , , AUT, Austria, , , , , , , , , , ,
KrauerMoritz,Krauer,Moritz,  Moritz,1361,7.53, , , SUI, Switzerland, , , , , , , , , , ,
TomitaRiku,Tomita,Riku,  Riku,1362,7.52, , , JPN, Japan, , , , , , , , , , ,
KubickEverest,Kubick,Everest,  Everest,1363,7.5, , , USA, United States, , , , , , , , , , ,
VogrinJan,Vogrin,Jan,  Jan,1364,7.49, , , SLO, SLO, , , , , , , , , , ,
KnöriMorris,Knöri,Morris,  Morris,1365,7.44, , , SUI, Switzerland, , , , , , , , , , ,
NomuraKosei,Nomura,Kosei,  Kosei,1366,7.43, , , JPN, Japan, , , , , , , , , , ,
VisuriLauri,Visuri,Lauri,  Lauri,1367,7.43, , , FIN, Finland, , , , , , , , , , ,
De San JoseInigo,De San Jose,Inigo,  Inigo,1368,7.42, , , ESP, Spain, , , , , , , , , , ,
CarocciManuel,Carocci,Manuel,  Manuel,1369,7.41, , , ITA, Italy, , , , , , , , , , ,
JohannssonEli Smari,Johannsson,Eli Smari,  Eli Smari,1370,7.4, , , ISL, Iceland, , , , , , , , , , ,
MeijersLuc,Meijers,Luc,  Luc,1371,7.33, , , NED, NED, , , , , , , , , , ,
PithaTomas,Pitha,Tomas,  Tomas,1372,7.29, , , CZE, Czech Republic, , , , , , , , , , ,
SchneiderMax,Schneider,Max,  Max,1373,7.28, , , SUI, Switzerland, , , , , , , , , , ,
ChidaNaoki,Chida,Naoki,  Naoki,1374,7.19, , , JPN, Japan, , , , , , , , , , ,
McCartyStephen,McCarty,Stephen,  Stephen,1375,7.16, , , USA, United States, , , , , , , , , , ,
SquiresLincoln,Squires,Lincoln,  Lincoln,1376,7.16, , , CAN, Canada, , , , , , , , , , ,
GotoShinichi,Goto,Shinichi,  Shinichi,1377,7.15, , , JPN, Japan, , , , , , , , , , ,
OnoShu,Ono,Shu,  Shu,1378,7.15, , , JPN, Japan, , , , , , , , , , ,
RevelatMathias,Revelat,Mathias,  Mathias,1379,7.14, , , FRA, France, , , , , , , , , , ,
SayersKieran,Sayers,Kieran,  Kieran,1380,7.14, , , CAN, Canada, , , , , , , , , , ,
LedergerberFinn,Ledergerber,Finn,  Finn,1381,7.12, , , SUI, Switzerland, , , , , , , , , , ,
TernelisnigAlexander,Ternelisnig,Alexander,  Alexander,1382,7.08, , , AUT, Austria, , , , , , , , , , ,
LivonenMartti,Livonen,Martti,  Martti,1383,7, , , FIN, Finland, , , , , , , , , , ,
Uhlmann-BirchmeierPaul,Uhlmann-Birchmeier,Paul,  Paul,1384,6.96, , , SUI, Switzerland, , , , , , , , , , ,
SeixasCarlos,Seixas,Carlos,  Carlos,1384,6.96, , , POR, POR, , , , , , , , , , ,
Di MatteoEmanuele,Di Matteo,Emanuele,  Emanuele,1386,6.89, , , ITA, Italy, , , , , , , , , , ,
AurellFilip,Aurell,Filip,  Filip,1386,6.89, , , CZE, Czech Republic, , , , , , , , , , ,
SotoAdria,Soto,Adria,  Adria,1388,6.88, , , ESP, Spain, , , , , , , , , , ,
KoyamaKazuya,Koyama,Kazuya,  Kazuya,1389,6.87, , , JPN, Japan, , , , , , , , , , ,
KondratskyiYevhen,Kondratskyi,Yevhen,  Yevhen,1390,6.85, , , UKR, Ukraine, , , , , , , , , , ,
LopezEnzo Maximiliano,Lopez,Enzo Maximiliano,  Enzo Maximiliano,1390,6.85, , , ARG, Argentina, , , , , , , , , , ,
MacDonaldCaleb,MacDonald,Caleb,  Caleb,1392,6.84, , , CAN, Canada, , , , , , , , , , ,
BrackEthan,Brack,Ethan,  Ethan,1393,6.82, , , USA, United States, , , , , , , , , , ,
OttEric,Ott,Eric,  Eric,1394,6.8, , , GER, Germany, , , , , , , , , , ,
Winnem NestegaardEmil,Winnem Nestegaard,Emil,  Emil,1395,6.76, , , NOR, Norway, , , , , , , , , , ,
GreenblattJoseph,Greenblatt,Joseph,  Joseph,1396,6.72, , , USA, United States, , , , , , , , , , ,
BenedekToth,Benedek,Toth,  Toth,1397,6.67, , , HUN, Hungary, , , , , , , , , , ,
BabilonFelix,Babilon,Felix,  Felix,1398,6.65, , , GER, Germany, , , , , , , , , , ,
LangTim,Lang,Tim,  Tim,1399,6.63, , , SUI, Switzerland, , , , , , , , , , ,
BarthIvan,Barth,Ivan,  Ivan,1400,6.6, , , ARG, Argentina, , , , , , , , , , ,
YanagiKokoro,Yanagi,Kokoro,  Kokoro,1401,6.59, , , JPN, Japan, , , , , , , , , , ,
JurvaTuukka,Jurva,Tuukka,  Tuukka,1402,6.51, , , FIN, Finland, , , , , , , , , , ,
ItoSena,Ito,Sena,  Sena,1403,6.49, , , JPN, Japan, , , , , , , , , , ,
GibbsKaleb,Gibbs,Kaleb,  Kaleb,1404,6.49, , , USA, United States, , , , , , , , , , ,
PlatzPhileas,Platz,Phileas,  Phileas,1405,6.47, , , CAN, Canada, , , , , , , , , , ,
ItokawaKohei,Itokawa,Kohei,  Kohei,1406,6.47, , , JPN, Japan, , , , , , , , , , ,
CordovaAlfonso,Cordova,Alfonso,  Alfonso,1407,6.41, , , ISL, Iceland, , , , , , , , , , ,
NeugebauerLeon,Neugebauer,Leon,  Leon,1408,6.39, , , AUT, Austria, , , , , , , , , , ,
TaharaHoshun,Tahara,Hoshun,  Hoshun,1409,6.39, , , JPN, Japan, , , , , , , , , , ,
KurbisRiley,Kurbis,Riley,  Riley,1410,6.36, , , CAN, Canada, , , , , , , , , , ,
LorenzoLluc,Lorenzo,Lluc,  Lluc,1411,6.35, , , ESP, Spain, , , , , , , , , , ,
FitzeLuan,Fitze,Luan,  Luan,1412,6.31, , , SUI, Switzerland, , , , , , , , , , ,
ByeAksel,Bye,Aksel,  Aksel,1413,6.28, , , NOR, Norway, , , , , , , , , , ,
KoboriTakayuki,Kobori,Takayuki,  Takayuki,1414,6.23, , , JPN, Japan, , , , , , , , , , ,
OostdijkMees,Oostdijk,Mees,  Mees,1415,6.23, , , NED, NED, , , , , , , , , , ,
LymanBenjamin,Lyman,Benjamin,  Benjamin,1416,6.16, , , USA, United States, , , , , , , , , , ,
SheltonAndrew,Shelton,Andrew,  Andrew,1417,6.15, , , USA, United States, , , , , , , , , , ,
CastellucciaEdoardo,Castelluccia,Edoardo,  Edoardo,1418,6.14, , , ITA, Italy, , , , , , , , , , ,
JonesCooper,Jones,Cooper,  Cooper,1419,6.11, , , USA, United States, , , , , , , , , , ,
ThieffenatTim,Thieffenat,Tim,  Tim,1420,6.1, , , FRA, France, , , , , , , , , , ,
ConnellNicolas,Connell,Nicolas,  Nicolas,1421,6.08, , , CAN, Canada, , , , , , , , , , ,
ErbMaxime,Erb,Maxime,  Maxime,1422,5.99, , , SUI, Switzerland, , , , , , , , , , ,
ErkaevKonstantin,Erkaev,Konstantin,  Konstantin,1423,5.95, , , RUS, Russian Federation, , , , , , , , , , ,
CigovskiMaksim,Cigovski,Maksim,  Maksim,1424,5.94, , , MKD, Macedonia, The Former Yugoslav Republic of, , , , , , , , , , 
SmallJakob,Small,Jakob,  Jakob,1425,5.93, , , USA, United States, , , , , , , , , , ,
NambaMahato,Namba,Mahato,  Mahato,1426,5.91, , , JPN, Japan, , , , , , , , , , ,
TanakaMikiya,Tanaka,Mikiya,  Mikiya,1427,5.9, , , JPN, Japan, , , , , , , , , , ,
TaukNafez,Tauk,Nafez,  Nafez,1428,5.89, , , LIB, , , , , , , , , , , ,
OrsagPavel,Orsag,Pavel,  Pavel,1428,5.89, , , CZE, Czech Republic, , , , , , , , , , ,
ClavelMichael,Clavel,Michael,  Michael,1428,5.89, , , ITA, Italy, , , , , , , , , , ,
BodrugNicholas,Bodrug,Nicholas,  Nicholas,1431,5.87, , , USA, United States, , , , , , , , , , ,
RoigEric,Roig,Eric,  Eric,1432,5.83, , , ESP, Spain, , , , , , , , , , ,
KohlOscar Maria,Kohl,Oscar Maria,  Oscar Maria,1433,5.83, , , SUI, Switzerland, , , , , , , , , , ,
BayerBlake,Bayer,Blake,  Blake,1433,5.83, , , USA, United States, , , , , , , , , , ,
MarzelouskiPablo,Marzelouski,Pablo,  Pablo,1435,5.79, , , ESP, Spain, , , , , , , , , , ,
YoshidaKota,Yoshida,Kota,  Kota,1436,5.77, , , JPN, Japan, , , , , , , , , , ,
NomuraKoji,Nomura,Koji,  Koji,1437,5.76, , , JPN, Japan, , , , , , , , , , ,
KiyotaKenshin,Kiyota,Kenshin,  Kenshin,1438,5.69, , , JPN, Japan, , , , , , , , , , ,
MelansonEthan,Melanson,Ethan,  Ethan,1439,5.68, , , CAN, Canada, , , , , , , , , , ,
FelixNico,Felix,Nico,  Nico,1440,5.66, , , SUI, Switzerland, , , , , , , , , , ,
FuksikJakob,Fuksik,Jakob,  Jakob,1441,5.64, , , GER, Germany, , , , , , , , , , ,
RutonenOsku,Rutonen,Osku,  Osku,1442,5.63, , , FIN, Finland, , , , , , , , , , ,
TributschDavid,Tributsch,David,  David,1443,5.55, , , AUT, Austria, , , , , , , , , , ,
StanekJarek,Stanek,Jarek,  Jarek,1444,5.55, , , FIN, Finland, , , , , , , , , , ,
RoeoesliMattia,Roeoesli,Mattia,  Mattia,1445,5.53, , , SUI, Switzerland, , , , , , , , , , ,
RanningerMario,Ranninger,Mario,  Mario,1446,5.51, , , AUT, Austria, , , , , , , , , , ,
MüllerMax,Müller,Max,  Max,1447,5.5, , , SUI, Switzerland, , , , , , , , , , ,
VoegtleDeclan,Voegtle,Declan,  Declan,1448,5.5, , , USA, United States, , , , , , , , , , ,
HatanoShoma,Hatano,Shoma,  Shoma,1449,5.48, , , JPN, Japan, , , , , , , , , , ,
EwaslloOwen,Ewasllo,Owen,  Owen,1450,5.42, , , CAN, Canada, , , , , , , , , , ,
CharronOwen,Charron,Owen,  Owen,1451,5.37, , , CAN, Canada, , , , , , , , , , ,
BottcherThore,Bottcher,Thore,  Thore,1452,5.35, , , NOR, Norway, , , , , , , , , , ,
HuberLuc,Huber,Luc,  Luc,1453,5.34, , , SUI, Switzerland, , , , , , , , , , ,
BrilletLeon,Brillet,Leon,  Leon,1454,5.32, , , FRA, France, , , , , , , , , , ,
